aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6693,aeronautica_6697,aeronautica_6865,bolzano_39,lazio_388,toscana_25,trentino_6511,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,trentino_6509,trentino_6564,trentino_6640,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6856,aeronautica_6869,aeronautica_6893,lazio_289,marche_25,sicilia_11812,sicilia_11882,aeronautica_6691,aeronautica_6692,aeronautica_6919
52.04,28.75,3.73,32.71,40.07,78.7,38.24,6.73,15.03,147.2,106.15,88.75,95.76,140.65,65.97,120.75,80.54,59.58,51.07,63.97,46.38,29.67,62.21,23.88,63.27,43.29,30.52,34.46,28.43,80.88,95.17,142.17,0.84,32.59,23.11,19.25,4.38,25.14,1.59,0.54,6.88,7.1,32,0.31,1,194.38,202.18,5.44
