yy,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6693,aeronautica_6697,aeronautica_6865,bolzano_39,lazio_388,toscana_25,trentino_6511,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,trentino_6509,trentino_6564,trentino_6640,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6856,aeronautica_6869,aeronautica_6893,lazio_289,marche_25,sicilia_11812,sicilia_11882,aeronautica_6691,aeronautica_6692,aeronautica_6919
1991,17.96,6.25,0.27,-10.71,17.93,NA,2.759999999999998,NA,7.970000000000001,11.800000000000011,1.8499999999999943,-3.75,17.239999999999995,NA,6.030000000000001,4.25,6.459999999999994,11.420000000000002,9.93,7.030000000000001,9.619999999999997,23.33,6.789999999999999,-2.879999999999999,5.729999999999997,2.710000000000001,-1.5199999999999996,4.539999999999999,12.57,5.1200000000000045,NA,NA,1.1600000000000001,10.409999999999997,12.89,13.75,2.62,-6.140000000000001,0.4099999999999999,0.45999999999999996,6.12,10.9,0,-0.31,-1,12.620000000000005,NA,1.5599999999999996
1992,-2.039999999999999,-17.75,-3.73,-16.71,-0.07000000000000028,NA,5.759999999999998,-1.7300000000000004,-9.03,4.800000000000011,1.8499999999999943,-3.75,-0.7600000000000051,1.3499999999999943,-21.97,NA,-14.540000000000006,-19.58,-3.0700000000000003,-15.969999999999999,-8.380000000000003,10.329999999999998,-9.21,-10.879999999999999,-12.270000000000003,-24.29,-10.52,-10.46,-2.4299999999999997,NA,NA,-1.1699999999999875,-0.84,-17.590000000000003,-8.11,-8.25,-1.38,-5.140000000000001,-1.59,-0.54,7.12,-2.0999999999999996,-12,2.69,NA,-17.379999999999995,-8.180000000000007,-1.4400000000000004
1993,15.96,2.25,0.27,-0.7100000000000009,17.93,8.299999999999997,18.759999999999998,-1.7300000000000004,1.9700000000000006,-8.199999999999989,12.849999999999994,0.25,3.239999999999995,-10.650000000000006,-2.969999999999999,NA,12.459999999999994,5.420000000000002,14.93,6.030000000000001,10.619999999999997,-0.6700000000000017,8.79,NA,23.729999999999997,-5.289999999999999,2.4800000000000004,8.54,-0.4299999999999997,5.1200000000000045,NA,NA,0.16000000000000003,4.409999999999997,10.89,-1.25,0.6200000000000001,-4.140000000000001,1.41,-0.54,5.12,6.9,3,1.69,-1,-30.379999999999995,-11.180000000000007,-2.4400000000000004
1994,-17.04,-22.75,-3.73,-14.71,-20.07,-31.700000000000003,-19.240000000000002,-6.73,-7.029999999999999,-14.199999999999989,-34.150000000000006,-12.75,-22.760000000000005,3.3499999999999943,-17.97,-34.75,-18.540000000000006,-31.58,-26.07,-32.97,-26.380000000000003,-21.67,-26.21,NA,-7.270000000000003,-21.29,-17.52,-16.46,-16.43,NA,-34.17,-32.16999999999999,-0.84,-18.590000000000003,-12.11,-16.25,-4.38,-15.14,-0.5900000000000001,-0.54,-1.88,-6.1,NA,-0.31,-1,-35.379999999999995,-21.180000000000007,-5.44
1995,11.96,-4.75,-3.73,-17.71,-0.07000000000000028,-23.700000000000003,-4.240000000000002,-6.73,-7.029999999999999,13.800000000000011,6.849999999999994,-0.75,13.239999999999995,5.349999999999994,5.030000000000001,NA,-6.540000000000006,-17.58,-11.07,-21.97,-12.380000000000003,-6.670000000000002,-1.2100000000000009,-11.879999999999999,-12.270000000000003,0.7100000000000009,NA,1.5399999999999991,-7.43,NA,-1.1700000000000017,0.8300000000000125,-0.84,-6.590000000000003,-4.109999999999999,-3.25,-0.3799999999999999,-13.14,-1.59,-0.54,0.1200000000000001,NA,6,-0.31,NA,-14.379999999999995,-4.180000000000007,5.56
1996,1.9600000000000009,-0.75,2.27,-6.710000000000001,0.9299999999999997,-20.700000000000003,-0.240000000000002,2.2699999999999996,NA,-13.199999999999989,1.8499999999999943,-5.75,13.239999999999995,-15.650000000000006,-0.9699999999999989,NA,3.4599999999999937,-18.58,-14.07,-12.969999999999999,-4.380000000000003,3.3299999999999983,NA,0.120000000000001,-9.270000000000003,17.71,-0.5199999999999996,8.54,-2.4299999999999997,8.120000000000005,-7.170000000000002,-20.169999999999987,0.16000000000000003,-9.590000000000003,-2.1099999999999994,-7.25,-2.38,-7.140000000000001,0.4099999999999999,-0.54,-2.88,NA,0,-0.31,-1,NA,12.819999999999993,-2.4400000000000004
1997,-42.04,-26.75,-3.73,-11.71,-7.07,-3.700000000000003,-23.240000000000002,-5.73,NA,6.800000000000011,10.849999999999994,0.25,-13.760000000000005,-12.650000000000006,-30.97,-5.75,-1.5400000000000063,-29.58,-27.07,-27.97,-23.380000000000003,-19.67,-18.21,-8.879999999999999,-14.270000000000003,-25.29,NA,-14.46,-26.43,-21.879999999999995,-28.17,1.8300000000000125,0.16000000000000003,-26.590000000000003,-23.11,-17.25,-4.38,-9.14,-1.59,-0.54,-3.88,NA,-20,0.69,-1,NA,-6.180000000000007,NA
1998,1.9600000000000009,-10.75,-3.73,-11.71,25.93,13.299999999999997,-9.240000000000002,-5.73,NA,3.8000000000000114,NA,-5.75,8.239999999999995,-7.650000000000006,-16.97,-11.75,1.4599999999999937,-9.579999999999998,-2.0700000000000003,NA,-1.3800000000000026,-11.670000000000002,6.789999999999999,-3.879999999999999,NA,-7.289999999999999,-5.52,-3.460000000000001,-3.4299999999999997,5.1200000000000045,-2.1700000000000017,-0.1699999999999875,-0.84,-4.590000000000003,-5.109999999999999,-7.25,-3.38,-11.14,-1.59,NA,-2.88,NA,NA,0.69,-1,NA,NA,-1.4400000000000004
1999,NA,-4.75,NA,NA,25.93,-3.700000000000003,-0.240000000000002,NA,NA,NA,NA,NA,14.239999999999995,-7.650000000000006,2.030000000000001,2.25,0.45999999999999375,1.4200000000000017,NA,NA,15.619999999999997,0.3299999999999983,17.79,-3.879999999999999,NA,NA,NA,NA,-3.4299999999999997,12.120000000000005,NA,-4.1699999999999875,NA,NA,NA,NA,-4.38,NA,NA,NA,4.12,0.9000000000000004,NA,NA,3,NA,NA,NA
2000,NA,NA,NA,-31.71,5.93,-20.700000000000003,-12.240000000000002,-3.7300000000000004,NA,NA,NA,NA,-13.760000000000005,-33.650000000000006,NA,-29.75,-27.540000000000006,-9.579999999999998,NA,NA,-6.380000000000003,-6.670000000000002,1.7899999999999991,2.120000000000001,-15.270000000000003,NA,NA,-23.46,-8.43,-13.879999999999995,-33.17,-19.169999999999987,-0.84,NA,NA,NA,-4.38,-21.14,NA,NA,1.12,-0.09999999999999964,-17,3.69,-1,-23.379999999999995,-32.18000000000001,NA
2001,-15.04,NA,NA,-15.71,NA,-34.7,-11.240000000000002,NA,NA,-15.199999999999989,NA,-5.75,-1.7600000000000051,-18.650000000000006,NA,-22.75,-14.540000000000006,-13.579999999999998,-14.07,-13.969999999999999,-13.380000000000003,-1.6700000000000017,-7.210000000000001,-10.879999999999999,-19.270000000000003,1.7100000000000009,1.4800000000000004,0.5399999999999991,5.57,-6.8799999999999955,-21.17,-14.169999999999987,0.16000000000000003,-12.590000000000003,-8.11,-10.25,NA,-8.14,-1.59,1.46,-3.88,-3.0999999999999996,-16,1.69,-1,NA,NA,-4.44
2002,-8.04,NA,NA,-12.71,-12.07,NA,-12.240000000000002,NA,2.9700000000000006,14.800000000000011,-26.150000000000006,-32.75,-16.760000000000005,-23.650000000000006,-31.97,-40.75,-32.540000000000006,-22.58,NA,-36.97,-19.380000000000003,-8.670000000000002,-27.21,-5.879999999999999,-31.270000000000003,-21.29,-16.52,-20.46,-5.43,NA,-42.17,-20.169999999999987,-0.84,-14.590000000000003,-6.109999999999999,-1.25,-2.38,-6.140000000000001,-1.59,NA,-0.8799999999999999,0.9000000000000004,NA,5.69,-1,-8.379999999999995,-8.180000000000007,-0.4400000000000004
2003,10.96,NA,NA,-7.710000000000001,14.93,-8.700000000000003,1.759999999999998,-4.73,0.9700000000000006,23.80000000000001,NA,1.25,18.239999999999995,NA,8.030000000000001,-4.75,3.4599999999999937,1.4200000000000017,-10.07,-9.969999999999999,1.6199999999999974,-9.670000000000002,13.79,-1.879999999999999,3.729999999999997,NA,16.48,13.54,28.57,6.1200000000000045,-7.170000000000002,NA,-0.84,-2.5900000000000034,0.8900000000000006,5.75,-1.38,-10.14,-1.59,-0.54,-2.88,-1.0999999999999996,-3,8.69,-1,-12.379999999999995,-12.180000000000007,3.5599999999999996
2004,-1.0399999999999991,0.25,-2.73,-18.71,6.93,NA,-6.240000000000002,-4.73,1.9700000000000006,6.800000000000011,4.849999999999994,-12.75,18.239999999999995,NA,6.030000000000001,NA,-1.5400000000000063,-13.579999999999998,-21.07,-12.969999999999999,-9.380000000000003,-13.670000000000002,12.79,-5.879999999999999,-14.270000000000003,4.710000000000001,-3.5199999999999996,-1.4600000000000009,2.5700000000000003,6.1200000000000045,-11.170000000000002,-1.1699999999999875,-0.84,-16.590000000000003,-9.11,0.75,0.6200000000000001,-0.14000000000000057,-1.59,1.46,-3.88,-2.0999999999999996,2,2.69,-1,-16.379999999999995,-7.180000000000007,-1.4400000000000004
2005,22.96,23.25,12.27,-6.710000000000001,33.93,-11.700000000000003,14.759999999999998,5.27,15.97,-8.199999999999989,14.849999999999994,-1.75,21.239999999999995,NA,27.03,NA,22.459999999999994,21.42,22.93,30.03,23.619999999999997,-0.6700000000000017,27.79,10.120000000000001,7.729999999999997,16.71,28.48,25.54,29.57,NA,NA,-8.169999999999987,1.1600000000000001,12.409999999999997,9.89,10.75,2.62,-7.140000000000001,-1.59,-0.54,3.12,1.9000000000000004,35,-0.31,NA,-15.379999999999995,-9.180000000000007,6.56
2006,-5.039999999999999,3.25,4.27,-9.71,4.93,-22.700000000000003,-0.240000000000002,5.27,-0.02999999999999936,-4.199999999999989,5.849999999999994,-21.75,11.239999999999995,NA,-7.969999999999999,-11.75,-5.540000000000006,-7.579999999999998,0.9299999999999997,-1.9699999999999989,-1.3800000000000026,2.3299999999999983,2.789999999999999,-6.879999999999999,-10.270000000000003,-15.29,3.4800000000000004,-3.460000000000001,4.57,7.1200000000000045,NA,NA,-0.84,0.4099999999999966,-2.1099999999999994,-3.25,1.62,-11.14,-1.59,-0.54,-3.88,-2.0999999999999996,0,-0.31,0,-30.379999999999995,-24.180000000000007,-0.4400000000000004
2007,-15.04,-16.75,-1.73,-19.71,-9.07,-29.700000000000003,-26.240000000000002,-5.73,-10.03,2.8000000000000114,-20.150000000000006,-38.75,-9.760000000000005,NA,-19.97,NA,-17.540000000000006,-27.58,NA,-19.97,-30.380000000000003,-25.67,-17.21,-11.879999999999999,-20.270000000000003,-34.29,-21.52,-21.46,-23.43,NA,NA,NA,-0.84,-19.590000000000003,-13.11,-11.25,-0.3799999999999999,-19.14,0.4099999999999999,0.45999999999999996,-4.88,NA,-12,-0.31,-1,-27.379999999999995,-17.180000000000007,-5.44
2008,-12.04,-10.75,-1.73,-16.71,-5.07,NA,NA,-5.73,-10.03,-4.199999999999989,-15.150000000000006,-38.75,-5.760000000000005,-15.650000000000006,-12.969999999999999,NA,-21.540000000000006,-20.58,-18.07,-19.97,-20.380000000000003,-19.67,-17.21,-12.879999999999999,-21.270000000000003,-15.29,-13.52,-17.46,-15.43,NA,NA,-10.169999999999987,-0.84,-24.590000000000003,-17.11,-12.25,-0.3799999999999999,-14.14,-1.59,-0.54,-3.88,-5.1,-16,1.69,-1,-13.379999999999995,-10.180000000000007,-0.4400000000000004
2009,0.9600000000000009,-9.75,1.27,-15.71,-7.07,NA,NA,-1.7300000000000004,-1.0299999999999994,-0.19999999999998863,-1.1500000000000057,-21.75,0.23999999999999488,-2.6500000000000057,-0.9699999999999989,NA,-9.540000000000006,0.4200000000000017,-4.07,-13.969999999999999,-2.3800000000000026,-7.670000000000002,-14.21,-9.879999999999999,NA,-1.2899999999999991,-4.52,-7.460000000000001,-3.4299999999999997,NA,NA,NA,-0.84,-16.590000000000003,-8.11,-10.25,3.62,NA,-0.5900000000000001,-0.54,-5.88,-4.1,-18,0.69,0,-14.379999999999995,-19.180000000000007,-1.4400000000000004
2010,-4.039999999999999,0.25,0.27,-15.71,6.93,-25.700000000000003,-12.240000000000002,-0.7300000000000004,2.9700000000000006,5.800000000000011,6.849999999999994,-12.75,20.239999999999995,NA,19.03,NA,10.459999999999994,-14.579999999999998,-14.07,-5.969999999999999,2.6199999999999974,-1.6700000000000017,-6.210000000000001,1.120000000000001,-7.270000000000003,34.71,16.48,-3.460000000000001,NA,NA,NA,-7.1699999999999875,-0.84,-9.590000000000003,-7.109999999999999,-3.25,-2.38,NA,-0.5900000000000001,-0.54,-6.88,-4.1,-9,-0.31,-1,1.6200000000000045,-0.18000000000000682,-2.4400000000000004
2011,3.960000000000001,-14.75,-3.73,-16.71,-3.0700000000000003,-11.700000000000003,-22.240000000000002,-5.73,-9.03,-9.199999999999989,1.8499999999999943,-20.75,-27.760000000000005,NA,-14.969999999999999,NA,-16.540000000000006,-9.579999999999998,-14.07,-14.969999999999999,-16.380000000000003,-10.670000000000002,6.789999999999999,-3.879999999999999,-15.270000000000003,-12.29,-4.52,-12.46,-9.43,NA,NA,-17.169999999999987,-0.84,-12.590000000000003,-8.11,-14.25,-0.3799999999999999,NA,-1.59,-0.54,-4.88,-7.1,-14,-0.31,-1,-41.379999999999995,-27.180000000000007,-4.44
2012,9.96,4.25,7.27,-7.710000000000001,18.93,-4.700000000000003,1.759999999999998,1.2699999999999996,12.97,-13.199999999999989,-8.150000000000006,-6.75,-4.760000000000005,-11.650000000000006,-0.9699999999999989,-13.75,-2.5400000000000063,5.420000000000002,4.93,0.030000000000001137,15.619999999999997,9.329999999999998,12.79,9.120000000000001,0.7299999999999969,-5.289999999999999,-1.5199999999999996,2.539999999999999,-1.4299999999999997,2.1200000000000045,-13.170000000000002,-15.169999999999987,10.16,2.4099999999999966,3.8900000000000006,4.75,0.6200000000000001,NA,-1.59,-0.54,1.12,-0.09999999999999964,4,0.69,-1,-24.379999999999995,-29.180000000000007,6.56
2013,-5.039999999999999,0.25,-3.73,-8.71,-10.07,-26.700000000000003,-28.240000000000002,-5.73,-8.03,-21.19999999999999,-8.150000000000006,-14.75,-7.760000000000005,-20.650000000000006,-1.9699999999999989,-9.75,-3.5400000000000063,-3.5799999999999983,-8.07,-25.97,-19.380000000000003,-16.67,-8.21,-13.879999999999999,-13.270000000000003,-2.289999999999999,-10.52,-10.46,NA,2.1200000000000045,-11.170000000000002,-31.169999999999987,0.16000000000000003,-10.590000000000003,0.8900000000000006,-15.25,-3.38,NA,-1.59,-0.54,-0.8799999999999999,-6.1,-17,-0.31,-1,-22.379999999999995,-15.180000000000007,-1.4400000000000004
2014,-31.04,-20.75,-2.73,-29.71,-34.07,-57.7,-33.24,-6.73,-9.03,-22.19999999999999,-45.150000000000006,-26.75,-46.760000000000005,-36.650000000000006,-37.97,-48.75,-43.540000000000006,-45.58,-47.07,-52.97,-43.38,-27.67,NA,-21.88,-45.27,-27.29,-26.52,NA,-23.43,-41.879999999999995,-57.17,-41.16999999999999,-0.84,-27.590000000000003,-16.11,-16.25,-4.38,NA,0.4099999999999999,0.45999999999999996,-5.88,NA,NA,0.69,NA,-56.379999999999995,-62.18000000000001,-4.44
2015,-4.039999999999999,-16.75,-2.73,-17.71,-12.07,-21.700000000000003,-32.24,-6.73,-8.03,-6.199999999999989,-1.1500000000000057,-12.75,-12.760000000000005,-22.650000000000006,-23.97,-11.75,-21.540000000000006,-19.58,-30.07,-13.969999999999999,-15.380000000000003,-20.67,NA,NA,-18.270000000000003,-16.29,-21.52,-11.46,-24.43,-28.879999999999995,-31.17,-18.169999999999987,-0.84,-25.590000000000003,-9.11,-16.25,-2.38,NA,0.4099999999999999,-0.54,-3.88,-5.1,-25,NA,NA,-46.379999999999995,-43.18000000000001,-4.44
2016,-9.04,-16.75,-3.73,-19.71,-2.0700000000000003,-36.7,-30.240000000000002,NA,-10.03,-7.199999999999989,-5.150000000000006,-27.75,5.239999999999995,-27.650000000000006,-32.97,-4.75,-23.540000000000006,-24.58,NA,-16.97,-16.380000000000003,-16.67,-7.210000000000001,NA,-30.270000000000003,-19.29,-23.52,-25.46,-22.43,-23.879999999999995,-18.17,-16.169999999999987,-0.84,-18.590000000000003,-13.11,-15.25,-3.38,NA,-1.59,-0.54,-4.88,-6.1,NA,-0.31,-1,-15.379999999999995,-28.180000000000007,-4.44
2017,-1.0399999999999991,NA,1.27,-16.71,5.93,-12.700000000000003,-24.240000000000002,-2.7300000000000004,1.9700000000000006,-2.1999999999999886,-3.1500000000000057,-9.75,8.239999999999995,NA,-13.969999999999999,-3.75,-15.540000000000006,-5.579999999999998,NA,-8.969999999999999,-1.3800000000000026,-5.670000000000002,-0.21000000000000085,NA,-8.270000000000003,-4.289999999999999,-0.5199999999999996,-7.460000000000001,NA,-9.879999999999995,-14.170000000000002,-8.169999999999987,-0.84,-10.590000000000003,-9.11,-5.25,7.62,NA,1.41,4.46,0.1200000000000001,1.9000000000000004,-15,2.69,2,-21.379999999999995,-17.180000000000007,-0.4400000000000004
2018,-19.04,NA,0.27,-23.71,-9.07,-20.700000000000003,-26.240000000000002,NA,-3.0299999999999994,-25.19999999999999,-14.150000000000006,-25.75,3.239999999999995,-15.650000000000006,-19.97,-13.75,-28.540000000000006,-16.58,-28.07,-19.97,-20.380000000000003,-13.670000000000002,NA,-11.879999999999999,-19.270000000000003,-15.29,-12.52,-18.46,-10.43,-2.8799999999999955,-9.170000000000002,-14.169999999999987,3.16,-18.590000000000003,-4.109999999999999,-12.25,1.62,NA,-0.5900000000000001,-0.54,-5.88,-4.1,-18,-0.31,-1,-48.379999999999995,-48.18000000000001,-5.44
2019,-10.04,-14.75,-3.73,-23.71,-8.07,-18.700000000000003,-27.240000000000002,-6.73,-5.029999999999999,-14.199999999999989,-6.150000000000006,-21.75,NA,-8.650000000000006,-25.97,-22.75,-27.540000000000006,NA,-17.07,-4.969999999999999,-16.380000000000003,-19.67,-5.210000000000001,-14.879999999999999,-28.270000000000003,-23.29,-18.52,-15.46,-9.43,-16.879999999999995,-25.17,-26.169999999999987,-0.84,-12.590000000000003,-1.1099999999999994,-10.25,8.620000000000001,NA,-1.59,0.45999999999999996,-4.88,-5.1,-19,-0.31,2,-21.379999999999995,-28.180000000000007,-0.4400000000000004
2020,-13.04,-20.75,-3.73,-27.71,-12.07,-24.700000000000003,-28.240000000000002,-6.73,-11.03,11.800000000000011,2.8499999999999943,-31.75,0.23999999999999488,-30.650000000000006,-35.97,-10.75,-29.540000000000006,-22.58,-33.07,-8.969999999999999,-19.380000000000003,NA,NA,-19.88,-19.270000000000003,-37.29,-28.52,-23.46,-26.43,-18.879999999999995,-22.17,-7.1699999999999875,-0.84,-26.590000000000003,-5.109999999999999,-14.25,-1.38,-18.14,-1.59,-0.54,-1.88,-7.1,-10,0.69,-1,-34.379999999999995,-31.180000000000007,-4.44
