aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6865,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6919,aeronautica_6922
0.58,2.46,6.46,7.64,13.5,3.73,19.55,38.5,11.76,0.67,7.12,11.67,5.41,7.62,17.04,30.77,4.62,21.12,4,7.07,15.14,9.46,26.1,30.04,4.72,1.26,7.75,2.69,19.14,75.41,73.32,49.03,62.64,90.78,92.82,34.07,6,62.74,83.11,20,16.52,32.17,17.14,20.54,26.81,73.11
