nomi.zyp zyp.out
lbound 0.19994947499952057
trend 0.2527921216281243
trendp 15.167527297687458
ubound 0.3071752461189862
tau 0.5756867527961731
sig 0
nruns 5
autocor 0.2343134281912918
valid_frac 1
linear 0.2492547929980548
intercept -3.009280834560664
