yy,aeronautica_6771,aeronautica_6773,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6822,aeronautica_6841,aeronautica_6850,aeronautica_6851,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6897,friuliveneziagiulia_51,lazio_276,sicilia_6120,toscana_464,toscana_55,toscana_72,toscana_78,aeronautica_6693,aeronautica_6697,aeronautica_6709,bolzano_223,bolzano_39,bolzano_94,toscana_25,trentino_6511,aeronautica_6782,aeronautica_6826,marche_104,marche_109,marche_703,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6859,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6901,lazio_240,lazio_278,lazio_289,marche_25,sicilia_11825,sicilia_11832,sicilia_11883,sicilia_11898,sicilia_11933,sicilia_11942,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6769,emiliaromagna_12702,emiliaromagna_14246,emiliaromagna_9224,friuliveneziagiulia_14,friuliveneziagiulia_20,friuliveneziagiulia_39,marche_108,marche_110,marche_605,trentino_6570,aeronautica_6919,aeronautica_6922,aeronautica_6923
1971,13.799999999999997,9,-9.829999999999998,-11.540000000000006,-8.420000000000002,-8.719999999999999,1.4099999999999966,-1.5699999999999932,0,-5.689999999999998,-4.069999999999993,-2.260000000000005,-0.18999999999999773,10.170000000000002,-3.1700000000000017,-1.4200000000000017,-2.3700000000000045,1.4000000000000057,2.2099999999999937,-2.3799999999999955,-0.52,1.4400000000000004,-0.8599999999999994,0.6,6.619999999999999,0.5800000000000001,3.75,-3.18,6.409999999999997,-2.539999999999999,11.100000000000001,16.11,27.67,0.06999999999999318,-4.069999999999993,-2.8499999999999943,0.1700000000000017,-5.459999999999994,-13.930000000000007,-10.069999999999993,NA,-19.86,3.789999999999992,NA,-3.1999999999999886,-11.099999999999994,-22.150000000000006,0.8100000000000023,-23.349999999999994,-12.700000000000003,-9.299999999999997,-18.83,NA,NA,-1.5600000000000023,-10.61,-0.23999999999999488,3.0400000000000063,-6.439999999999998,NA,-1.3400000000000034,1.7999999999999972,7.459999999999994,17.620000000000005,3.8700000000000045,-0.1700000000000017,1.0799999999999983,6.430000000000007,3.6599999999999966,0.20000000000000284,-6.329999999999998,-8.849999999999994,-13.700000000000003,-19.620000000000005
1972,-22.200000000000003,-25,-17.83,NA,-14.420000000000002,-20.72,-24.590000000000003,-14.569999999999993,-13,-18.689999999999998,NA,NA,-25.189999999999998,-9.829999999999998,-19.17,-12.420000000000002,-34.370000000000005,-27.599999999999994,-35.790000000000006,-28.379999999999995,-0.52,NA,-1.8599999999999994,-0.4,-6.380000000000001,-0.42,-0.25,-3.18,-7.590000000000003,NA,-2.8999999999999986,-11.89,-14.329999999999998,-19.930000000000007,-15.069999999999993,-20.849999999999994,-20.83,-20.459999999999994,-11.930000000000007,-28.069999999999993,NA,NA,-26.210000000000008,NA,-24.19999999999999,-27.099999999999994,NA,-12.189999999999998,-17.349999999999994,-8.700000000000003,-4.299999999999997,-26.83,NA,NA,-23.560000000000002,-22.61,-21.239999999999995,-13.959999999999994,-15.439999999999998,NA,-25.340000000000003,-20.200000000000003,-17.540000000000006,-11.379999999999995,-18.129999999999995,-11.170000000000002,-24.92,-16.569999999999993,-3.3400000000000034,-10.799999999999997,-28.33,-15.849999999999994,-20.700000000000003,-21.620000000000005
1973,8.799999999999997,17,17.17,14.459999999999994,21.58,24.28,16.409999999999997,22.430000000000007,5,13.310000000000002,7.930000000000007,21.739999999999995,30.810000000000002,9.170000000000002,22.83,18.58,5.6299999999999955,4.400000000000006,12.209999999999994,16.620000000000005,NA,-3.5599999999999996,-5.859999999999999,-0.4,-2.380000000000001,-0.42,-2.25,-3.18,15.409999999999997,NA,3.1000000000000014,19.11,12.670000000000002,9.069999999999993,18.930000000000007,12.150000000000006,18.17,18.540000000000006,16.069999999999993,9.930000000000007,22,7.140000000000001,10.789999999999992,19.17,10.800000000000011,8.900000000000006,12.849999999999994,NA,25.650000000000006,23.299999999999997,18.700000000000003,17.17,6.3799999999999955,7.670000000000002,6.439999999999998,12.39,15.760000000000005,4.040000000000006,8.560000000000002,8.670000000000002,1.6599999999999966,3.799999999999997,9.459999999999994,17.620000000000005,-3.1299999999999955,6.829999999999998,NA,3.430000000000007,7.659999999999997,13.200000000000003,7.670000000000002,15.150000000000006,0.29999999999999716,11.379999999999995
1974,2.799999999999997,0,-0.8299999999999983,-4.540000000000006,4.579999999999998,0.28000000000000114,15.409999999999997,3.430000000000007,-4,-12.689999999999998,-5.069999999999993,-2.260000000000005,3.8100000000000023,-8.829999999999998,-6.170000000000002,-2.4200000000000017,0.6299999999999955,-4.599999999999994,-11.790000000000006,-5.3799999999999955,-0.52,0.4400000000000004,7.140000000000001,-0.4,-2.380000000000001,NA,1.75,-1.1800000000000002,-4.590000000000003,-0.5399999999999991,-5.899999999999999,9.11,-2.3299999999999983,-5.930000000000007,-4.069999999999993,-9.849999999999994,-6.829999999999998,-4.459999999999994,4.069999999999993,-4.069999999999993,-5,-6.859999999999999,-10.210000000000008,0.1700000000000017,-8.199999999999989,0.9000000000000057,-10.150000000000006,-0.18999999999999773,-10.349999999999994,-6.700000000000003,-7.299999999999997,-13.829999999999998,9.379999999999995,4.670000000000002,-1.5600000000000023,4.390000000000001,1.7600000000000051,2.0400000000000063,-0.4399999999999977,4.670000000000002,-11.340000000000003,0.7999999999999972,0.45999999999999375,11.620000000000005,-8.129999999999995,3.8299999999999983,NA,-3.569999999999993,-0.3400000000000034,-2.799999999999997,5.670000000000002,-8.849999999999994,-7.700000000000003,-4.6200000000000045
1975,6.799999999999997,5,6.170000000000002,0.45999999999999375,-1.4200000000000017,2.280000000000001,-6.590000000000003,10.430000000000007,22,2.3100000000000023,3.930000000000007,-3.260000000000005,15.810000000000002,-7.829999999999998,-0.1700000000000017,0.5799999999999983,5.6299999999999955,-0.5999999999999943,-9.790000000000006,5.6200000000000045,-0.52,-2.5599999999999996,-10.86,-0.4,-1.3800000000000008,-0.42,-0.25,-3.18,-4.590000000000003,-7.539999999999999,-1.8999999999999986,1.1099999999999994,-12.329999999999998,1.0699999999999932,1.9300000000000068,-2.8499999999999943,5.170000000000002,7.540000000000006,3.069999999999993,-4.069999999999993,-7,1.1400000000000006,-2.210000000000008,3.1700000000000017,-2.1999999999999886,11.900000000000006,-11.150000000000006,10.810000000000002,10.650000000000006,2.299999999999997,-11.299999999999997,-11.829999999999998,-0.6200000000000045,3.6700000000000017,-9.560000000000002,1.3900000000000006,6.760000000000005,10.040000000000006,11.560000000000002,20.67,7.659999999999997,-0.20000000000000284,-6.540000000000006,-7.3799999999999955,14.870000000000005,6.829999999999998,NA,10.430000000000007,1.6599999999999966,7.200000000000003,0.6700000000000017,-0.8499999999999943,3.299999999999997,-1.6200000000000045
1976,1.7999999999999972,-12,-18.83,NA,NA,-12.719999999999999,-14.590000000000003,-11.569999999999993,-20,-20.689999999999998,-30.069999999999993,-5.260000000000005,-8.189999999999998,-14.829999999999998,-10.170000000000002,-15.420000000000002,-6.3700000000000045,-11.599999999999994,-12.790000000000006,1.6200000000000045,-0.52,2.4400000000000004,-3.8599999999999994,-0.4,10.62,-0.42,-2.25,-3.18,-26.590000000000003,-30.54,-22.9,-17.89,-36.33,-14.930000000000007,-8.069999999999993,-22.849999999999994,-12.829999999999998,-23.459999999999994,-22.930000000000007,-19.069999999999993,-19,-11.86,NA,-8.829999999999998,-7.199999999999989,3.9000000000000057,-31.150000000000006,-11.189999999999998,-16.349999999999994,-11.700000000000003,-29.299999999999997,-35.83,-0.6200000000000045,-18.33,-7.560000000000002,-12.61,-23.239999999999995,NA,-19.439999999999998,-10.329999999999998,-18.340000000000003,-17.200000000000003,-24.540000000000006,-21.379999999999995,-11.129999999999995,-19.17,NA,-15.569999999999993,-18.340000000000003,-20.799999999999997,-8.329999999999998,-6.849999999999994,-15.700000000000003,-5.6200000000000045
1977,-23.200000000000003,-25,-21.83,-13.540000000000006,-7.420000000000002,-29.72,-32.59,10.430000000000007,-1,9.310000000000002,5.930000000000007,-6.260000000000005,-23.189999999999998,-7.829999999999998,2.8299999999999983,2.5799999999999983,-15.370000000000005,NA,-15.790000000000006,NA,-0.52,-3.5599999999999996,-12.86,-0.4,-12.38,-0.42,NA,NA,-4.590000000000003,-4.539999999999999,-7.899999999999999,NA,-16.33,-13.930000000000007,-5.069999999999993,-8.849999999999994,-5.829999999999998,-9.459999999999994,-11.930000000000007,-16.069999999999993,-5,-5.859999999999999,-6.210000000000008,-8.829999999999998,-6.199999999999989,-18.099999999999994,-2.1500000000000057,9.810000000000002,-11.349999999999994,-4.700000000000003,NA,-29.83,-28.620000000000005,-26.33,-12.560000000000002,-13.61,-0.23999999999999488,-8.959999999999994,-8.439999999999998,-2.3299999999999983,3.6599999999999966,-19.200000000000003,NA,-14.379999999999995,-6.1299999999999955,-13.170000000000002,-16.92,-7.569999999999993,-4.340000000000003,-5.799999999999997,-16.33,-16.849999999999994,NA,-17.620000000000005
1978,-6.200000000000003,-20,-29.83,-16.540000000000006,-12.420000000000002,-22.72,-22.590000000000003,-15.569999999999993,-16,-23.689999999999998,-19.069999999999993,-6.260000000000005,-18.189999999999998,-29.83,-12.170000000000002,-15.420000000000002,-12.370000000000005,-16.599999999999994,-7.790000000000006,NA,-0.52,-4.56,-12.86,-0.4,-12.38,-0.42,-2.25,-3.18,-13.590000000000003,-16.54,-9.899999999999999,-15.89,-19.33,-10.930000000000007,-18.069999999999993,-17.849999999999994,-16.83,-16.459999999999994,-16.930000000000007,-33.06999999999999,-15,-10.86,-10.210000000000008,-23.83,-9.199999999999989,-20.099999999999994,-20.150000000000006,-13.189999999999998,-12.349999999999994,-20.700000000000003,-19.299999999999997,-29.83,-8.620000000000005,-15.329999999999998,-16.560000000000002,-5.609999999999999,-16.239999999999995,-24.959999999999994,-25.439999999999998,-23.33,-13.340000000000003,-15.200000000000003,NA,-10.379999999999995,-21.129999999999995,-30.17,-28.92,-25.569999999999993,-21.340000000000003,-11.799999999999997,-11.329999999999998,-18.849999999999994,-23.700000000000003,-13.620000000000005
1979,15.799999999999997,11,0.1700000000000017,3.4599999999999937,9.579999999999998,12.280000000000001,2.4099999999999966,-2.569999999999993,1,0.3100000000000023,-8.069999999999993,6.739999999999995,-9.189999999999998,-3.8299999999999983,-8.170000000000002,-2.4200000000000017,18.629999999999995,-0.5999999999999943,7.209999999999994,5.6200000000000045,-0.52,-4.56,-4.859999999999999,-0.4,-13.38,-0.42,-2.25,-3.18,8.409999999999997,-7.539999999999999,9.100000000000001,-0.8900000000000006,-12.329999999999998,4.069999999999993,0.9300000000000068,-5.849999999999994,0.1700000000000017,-8.459999999999994,4.069999999999993,-7.069999999999993,3,6.140000000000001,3.789999999999992,1.1700000000000017,1.8000000000000114,-3.0999999999999943,5.849999999999994,-6.189999999999998,-11.349999999999994,5.299999999999997,3.700000000000003,-16.83,11.379999999999995,1.6700000000000017,9.439999999999998,5.390000000000001,5.760000000000005,4.040000000000006,7.560000000000002,-5.329999999999998,7.659999999999997,5.799999999999997,-2.5400000000000063,3.6200000000000045,2.8700000000000045,10.829999999999998,8.079999999999998,2.430000000000007,15.659999999999997,16.200000000000003,10.670000000000002,-15.849999999999994,-26.700000000000003,-1.6200000000000045
1980,-23.200000000000003,-18,-0.8299999999999983,-11.540000000000006,-15.420000000000002,-1.7199999999999989,-20.590000000000003,-7.569999999999993,NA,-7.689999999999998,-13.069999999999993,-13.260000000000005,-13.189999999999998,-25.83,-25.17,-12.420000000000002,-22.370000000000005,-2.5999999999999943,-0.7900000000000063,-1.3799999999999955,0.48,-0.5599999999999996,-3.8599999999999994,-0.4,-4.380000000000001,0.5800000000000001,-2.25,1.8199999999999998,-10.590000000000003,-8.54,-2.8999999999999986,-4.890000000000001,-9.329999999999998,-2.930000000000007,-7.069999999999993,-10.849999999999994,-7.829999999999998,-6.459999999999994,0.06999999999999318,-0.06999999999999318,-3,-7.859999999999999,-8.210000000000008,-32.83,-15.199999999999989,9.900000000000006,1.8499999999999943,-10.189999999999998,-14.349999999999994,-4.700000000000003,-15.299999999999997,-22.83,-15.620000000000005,-21.33,-16.560000000000002,1.3900000000000006,-9.239999999999995,-10.959999999999994,-11.439999999999998,-27.33,-4.340000000000003,-10.200000000000003,-7.540000000000006,-17.379999999999995,-20.129999999999995,-27.17,-24.92,-9.569999999999993,-8.340000000000003,-4.799999999999997,-0.3299999999999983,-4.849999999999994,-4.700000000000003,5.3799999999999955
