yy;id;regione;SiteId;cluster;SiteID;SiteName;SiteCode;Latitude;Longitude;Elevation
2013;abruzzo_1975;abruzzo;1975;3;1975;MONTAZZOLI;1680;41.94222222;14.42805556;792
2013;abruzzo_2094;abruzzo;2094;3;2094;ARSITA;410;42.5;13.79805556;510
2013;abruzzo_2135;abruzzo;2135;3;2135;MONTEREALE;470;42.52611111;13.24138889;825
2013;abruzzo_2142;abruzzo;2142;3;2142;TORNIMPARTE;520;42.28861111;13.30166667;880
2013;abruzzo_2176;abruzzo;2176;3;2176;ASSERGI;590;42.41972222;13.51805556;1038
2013;abruzzo_2263;abruzzo;2263;3;2263;VILLA S.LUCIA;870;42.33361111;13.77944444;1119
2013;abruzzo_2274;abruzzo;2274;3;2274;BARISCIANO;920;42.32361111;13.57388889;932
2013;abruzzo_2280;abruzzo;2280;3;2280;CARAMANICO METEO;980;42.15083333;14.01916667;785
2013;aeronautica_6782;aeronautica;6782;3;6782;FRONTONE;161790;43.517;12.733;574
2013;aeronautica_6826;aeronautica;6826;3;6826;CAMPOBASSO;162520;41.567;14.65;807
2013;aeronautica_6884;aeronautica;6884;3;6884;PRIZZI;164340;37.717;13.433;1035
2013;basilicata_195;basilicata;195;3;195;San_Nicola_d__Avigliano;83900;40.733056;15.802501;859
2013;basilicata_41;basilicata;41;3;41;Noepoli;54900;40.0894;16.3306;575
2013;basilicata_48;basilicata;48;3;48;Potenza;83800;40.6328;15.8108;669
2013;basilicata_6;basilicata;6;3;6;Albano di Lucania;179900;40.5894;16.0378;794
2013;bolzano_30;bolzano;30;3;30;Naturno;19300MS;46.64766321;10.99117805;561
2013;calabria_156;calabria;156;3;156;Cenadi - Serralta;1935;38.74916667;16.36833333;949
2013;calabria_164;calabria;164;3;164;Serra San Bruno;1980;38.56527778;16.31972222;926
2013;calabria_17;calabria;17;3;17;Acri;1120;39.48252778;16.3935;746
2013;calabria_184;calabria;184;3;184;Mongiana;2086;38.51630556;16.31672222;885
2013;calabria_186;calabria;186;3;186;Fabrizia;2090;38.486;16.30027778;880
2013;calabria_220;calabria;220;3;220;Roccaforte del Greco;2340;38.04527778;15.90083333;719
2013;calabria_286;calabria;286;3;286;Mammola - Limina C.C.;2710;38.37133333;16.18916667;674
2013;calabria_317;calabria;317;3;317;Tiriolo;2890;38.93955556;16.50994444;523
2013;calabria_376;calabria;376;3;376;Albidona;900;39.92472222;16.46833333;675
2013;campania_46;campania;46;3;46;Montemarano;NA;40.91416667;15.00361111;815.46923828125
2013;friuliveneziagiulia_13;friuliveneziagiulia;13;3;13;Chievolis;CHI;46.254523;12.734044;345
2013;friuliveneziagiulia_6;friuliveneziagiulia;6;3;6;Borgo grotta gigante;BGG;45.709385;13.764681;275
2013;lazio_275;lazio;275;3;275;Allumiere;199600;42.1578;11.9086;568
2013;lazio_281;lazio;281;3;281;Leonessa;200600;42.5786;12.9536;929
2013;liguria_5813;liguria;5813;3;5813;Busalla;01602;44.57277;8.948889;358
