yy,aeronautica_6771,aeronautica_6773,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6822,aeronautica_6841,aeronautica_6850,aeronautica_6851,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6897,friuliveneziagiulia_51,lazio_276,marche_701,sicilia_6120,toscana_464,toscana_55,toscana_72,toscana_78,aeronautica_6693,aeronautica_6697,aeronautica_6709,bolzano_176,bolzano_223,bolzano_39,bolzano_94,friuliveneziagiulia_47,toscana_25,trentino_6509,trentino_6511,trentino_6564,trentino_6640,aeronautica_6782,aeronautica_6826,marche_104,marche_109,marche_123,marche_703,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6859,aeronautica_6876,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6901,lazio_240,lazio_278,lazio_289,marche_25,sicilia_11825,sicilia_11832,sicilia_11883,sicilia_11898,sicilia_11933,sicilia_11942,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6769,bolzano_203,emiliaromagna_12702,emiliaromagna_14246,emiliaromagna_9224,friuliveneziagiulia_14,friuliveneziagiulia_20,friuliveneziagiulia_39,marche_108,marche_110,marche_605,trentino_6570,lazio_388,aeronautica_6919,aeronautica_6922,aeronautica_6923
1981,NA,2.969999999999999,8.079999999999998,-0.8299999999999983,0.769999999999996,10.280000000000001,5.170000000000002,2.430000000000007,-2.819999999999993,7.209999999999994,16.819999999999993,NA,5.739999999999995,1.1700000000000017,-3.3799999999999955,-8.730000000000004,9.269999999999996,6.230000000000004,14.040000000000006,13.14,30.120000000000005,2.6400000000000006,-7.219999999999999,-13,-2.3299999999999983,2.5999999999999996,-8.42,-0.0799999999999983,-3.6999999999999993,-5.640000000000001,-8.96,-7.039999999999999,-4.520000000000003,-8.2,8.689999999999998,0.8299999999999983,-21.4,-15.11,-2.8400000000000034,-3.960000000000001,NA,10.209999999999994,4,15.280000000000001,28.14,-11.170000000000002,19.709999999999994,20.409999999999997,23.960000000000008,17.89,19.25,-4.6200000000000045,11.670000000000002,-13.340000000000003,NA,9.920000000000002,18.689999999999998,-8.11,1.7800000000000011,25.03,3.2900000000000063,-8.379999999999995,4,-4.709999999999994,-15.790000000000006,-4.650000000000006,-7.670000000000002,-17.5,5.790000000000006,20.540000000000006,-5.3700000000000045,-22.689999999999998,-53.42,-17.299999999999997,-13.569999999999993,-23.290000000000006,-8.569999999999993,-0.6899999999999977,-0.7000000000000028,-2.200000000000003,NA,20.330000000000013,3.9599999999999937,26.689999999999998
1982,20.72,18.97,NA,20.17,14.769999999999996,24.28,33.17,14.430000000000007,13.180000000000007,18.209999999999994,19.819999999999993,18.78,28.739999999999995,15.170000000000002,31.620000000000005,26.269999999999996,25.269999999999996,21.230000000000004,16.040000000000006,15.14,NA,8.64,2.780000000000001,9,12.670000000000002,4.6,-4.42,NA,23.3,-2.6400000000000006,3.039999999999999,12.96,7.479999999999997,3.8000000000000007,20.689999999999998,22.83,-8.399999999999999,1.8900000000000006,23.159999999999997,20.04,13.64,4.209999999999994,8,13.280000000000001,16.14,12.829999999999998,19.709999999999994,19.409999999999997,9.960000000000008,12.89,12.25,22.379999999999995,13.670000000000002,NA,6.780000000000001,7.920000000000002,-6.310000000000002,7.890000000000001,27.78,5.030000000000001,33.290000000000006,22.620000000000005,25,28.290000000000006,23.209999999999994,24.349999999999994,26.33,33.5,37.790000000000006,31.540000000000006,16.629999999999995,19.310000000000002,NA,-0.29999999999999716,18.430000000000007,11.709999999999994,10.430000000000007,3.3100000000000023,18.299999999999997,25.799999999999997,-0.85,15.330000000000013,17.959999999999994,15.689999999999998
1983,-3.280000000000001,5.969999999999999,10.079999999999998,6.170000000000002,1.769999999999996,11.280000000000001,17.17,-0.5699999999999932,-0.8199999999999932,-8.790000000000006,1.8199999999999932,6.780000000000001,8.739999999999995,6.170000000000002,1.6200000000000045,NA,0.269999999999996,4.230000000000004,5.040000000000006,15.14,17.120000000000005,15.64,11.780000000000001,10,19.67,11.6,20.58,NA,11.3,-4.640000000000001,9.04,10.96,9.479999999999997,6.800000000000001,9.689999999999998,0.8299999999999983,-8.399999999999999,-3.1099999999999994,1.1599999999999966,NA,-2.3599999999999994,2.2099999999999937,3,16.28,18.14,-1.1700000000000017,6.709999999999994,15.409999999999997,11.960000000000008,-3.1099999999999994,-2.75,-7.6200000000000045,-5.329999999999998,-25.340000000000003,3.780000000000001,13.920000000000002,-4.310000000000002,-14.11,29.78,-14.969999999999999,18.290000000000006,7.6200000000000045,4,3.2900000000000063,-3.7900000000000063,14.349999999999994,10.329999999999998,12.5,19.790000000000006,-2.4599999999999937,9.629999999999995,-0.6899999999999977,25.58,2.700000000000003,15.430000000000007,21.709999999999994,-9.569999999999993,NA,2.299999999999997,3.799999999999997,NA,NA,2.9599999999999937,18.689999999999998
1984,-33.28,-24.03,-15.920000000000002,-15.829999999999998,-21.230000000000004,-14.719999999999999,-6.829999999999998,NA,-19.819999999999993,-13.790000000000006,-12.180000000000007,4.780000000000001,-5.260000000000005,-15.829999999999998,-20.379999999999995,-25.730000000000004,-11.730000000000004,-17.769999999999996,-26.959999999999994,-19.86,-11.879999999999995,1.6400000000000006,-7.219999999999999,-5,7.670000000000002,1.5999999999999996,7.58,-0.0799999999999983,-9.7,-10.64,-7.960000000000001,-0.03999999999999915,-7.520000000000003,-6.199999999999999,-11.310000000000002,-11.170000000000002,-15.399999999999999,-11.11,-2.8400000000000034,-15.96,-19.36,-20.790000000000006,-17,-18.72,-0.8599999999999994,14.829999999999998,-7.290000000000006,-12.590000000000003,-10.039999999999992,-1.1099999999999994,-22.75,-14.620000000000005,-16.33,-26.340000000000003,-26.22,-15.079999999999998,-15.310000000000002,-20.11,6.780000000000001,-19.97,2.2900000000000063,-5.3799999999999955,-5,-12.709999999999994,-15.790000000000006,-17.650000000000006,-18.67,-11.5,-14.209999999999994,-13.459999999999994,-13.370000000000005,-11.689999999999998,-0.4200000000000017,-19.299999999999997,-14.569999999999993,NA,-10.569999999999993,-26.689999999999998,-25.700000000000003,-2.200000000000003,NA,-23.669999999999987,-11.040000000000006,-13.310000000000002
1985,-0.28000000000000114,22.97,32.08,28.17,NA,21.28,32.17,27.430000000000007,17.180000000000007,10.209999999999994,7.819999999999993,28.78,18.739999999999995,13.170000000000002,NA,NA,15.269999999999996,38.230000000000004,27.040000000000006,28.14,38.120000000000005,5.640000000000001,16.78,6,22.67,5.6,11.58,-0.0799999999999983,8.3,7.359999999999999,4.039999999999999,-1.0399999999999991,18.479999999999997,9.8,30.689999999999998,15.829999999999998,6.600000000000001,31.89,39.16,20.04,18.64,14.209999999999994,21,19.28,NA,36.83,28.709999999999994,6.409999999999997,18.960000000000008,18.89,24.25,17.379999999999995,26.67,36.66,-3.219999999999999,6.920000000000002,-14.310000000000002,13.89,36.78,9.030000000000001,33.290000000000006,20.620000000000005,19,28.290000000000006,21.209999999999994,27.349999999999994,23.33,22.5,10.790000000000006,26.540000000000006,22.629999999999995,34.31,NA,10.700000000000003,24.430000000000007,14.709999999999994,46.43000000000001,4.310000000000002,28.299999999999997,33.8,1.15,8.330000000000013,NA,15.689999999999998
1986,-3.280000000000001,16.97,18.08,19.17,9.769999999999996,10.280000000000001,12.170000000000002,17.430000000000007,16.180000000000007,12.209999999999994,12.819999999999993,33.78,21.739999999999995,12.170000000000002,21.620000000000005,17.269999999999996,26.269999999999996,25.230000000000004,24.040000000000006,24.14,23.120000000000005,6.640000000000001,12.780000000000001,-13,22.67,7.6,25.58,10.920000000000002,16.3,-3.6400000000000006,NA,2.960000000000001,10.479999999999997,17.8,17.689999999999998,2.8299999999999983,-21.4,-5.109999999999999,16.159999999999997,-9.96,18.64,5.209999999999994,18,12.280000000000001,17.14,31.83,18.709999999999994,12.409999999999997,16.960000000000008,13.89,7.25,29.379999999999995,-1.3299999999999983,20.659999999999997,-10.219999999999999,-2.0799999999999983,-15.310000000000002,15.89,23.78,6.030000000000001,16.290000000000006,16.620000000000005,22,14.290000000000006,20.209999999999994,22.349999999999994,23.33,19.5,12.790000000000006,21.540000000000006,12.629999999999995,NA,-13.420000000000002,41.7,20.430000000000007,NA,-6.569999999999993,-10.689999999999998,13.299999999999997,10.799999999999997,-0.85,1.3300000000000125,13.959999999999994,19.689999999999998
1987,10.719999999999999,10.969999999999999,6.079999999999998,10.170000000000002,8.769999999999996,19.28,21.17,6.430000000000007,9.180000000000007,7.209999999999994,6.819999999999993,23.78,26.739999999999995,14.170000000000002,15.620000000000005,24.269999999999996,27.269999999999996,1.230000000000004,NA,9.14,19.120000000000005,10.64,10.780000000000001,1,15.670000000000002,8.6,NA,12.920000000000002,10.3,11.36,6.039999999999999,2.960000000000001,13.479999999999997,4.800000000000001,24.689999999999998,22.83,18.6,16.89,23.159999999999997,15.04,11.64,-1.7900000000000063,5,-0.7199999999999989,6.140000000000001,28.83,4.709999999999994,7.409999999999997,12.960000000000008,7.890000000000001,1.25,3.3799999999999955,6.670000000000002,-1.3400000000000034,0.7800000000000011,-7.079999999999998,-13.310000000000002,NA,7.780000000000001,-5.969999999999999,21.290000000000006,8.620000000000005,NA,13.290000000000006,8.209999999999994,16.349999999999994,3.3299999999999983,23.5,21.790000000000006,10.540000000000006,6.6299999999999955,19.310000000000002,NA,46.7,10.430000000000007,24.709999999999994,-5.569999999999993,-6.689999999999998,13.299999999999997,11.799999999999997,2.15,23.330000000000013,16.959999999999994,26.689999999999998
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8299999999999983,-2.3799999999999955,8.269999999999996,15.269999999999996,8.230000000000004,5.040000000000006,12.14,15.120000000000005,-4.359999999999999,NA,NA,12.670000000000002,14.6,NA,12.920000000000002,12.3,12.36,12.04,16.96,14.479999999999997,11.8,6.689999999999998,NA,7.600000000000001,19.89,15.159999999999997,8.04,NA,NA,NA,NA,NA,22.83,NA,NA,19.960000000000008,NA,-11.75,11.379999999999995,22.67,19.659999999999997,12.780000000000001,-3.0799999999999983,9.689999999999998,NA,4.780000000000001,-10.969999999999999,0.29000000000000625,3.6200000000000045,NA,NA,NA,NA,NA,9.5,NA,18.540000000000006,5.6299999999999955,8.310000000000002,NA,48.7,-5.569999999999993,6.709999999999994,-12.569999999999993,7.310000000000002,6.299999999999997,7.799999999999997,4.15,NA,NA,NA
1989,12.719999999999999,2.969999999999999,-9.920000000000002,-9.829999999999998,-20.230000000000004,-8.719999999999999,-4.829999999999998,-7.569999999999993,-9.819999999999993,-15.790000000000006,-14.180000000000007,11.780000000000001,0.7399999999999949,-9.829999999999998,-6.3799999999999955,7.269999999999996,-6.730000000000004,-29.769999999999996,NA,-7.859999999999999,2.1200000000000045,-3.3599999999999994,-7.219999999999999,1,25.67,0.5999999999999996,7.58,-7.079999999999998,-2.6999999999999993,-0.6400000000000006,1.0399999999999991,0.9600000000000009,37.48,-5.199999999999999,-9.310000000000002,-13.170000000000002,-9.399999999999999,-26.11,NA,NA,-0.35999999999999943,-17.790000000000006,3,-14.719999999999999,-3.8599999999999994,4.829999999999998,-12.290000000000006,-6.590000000000003,-10.039999999999992,-18.11,-11.75,-6.6200000000000045,-34.33,-7.340000000000003,-18.22,-19.08,NA,-10.11,NA,-19.97,1.2900000000000063,10.620000000000005,-3,-3.7099999999999937,12.209999999999994,2.3499999999999943,-10.670000000000002,-1.5,-7.209999999999994,15.540000000000006,-6.3700000000000045,-3.6899999999999977,NA,33.7,-5.569999999999993,-3.2900000000000063,-24.569999999999993,-11.689999999999998,-7.700000000000003,4.799999999999997,-0.85,-15.669999999999987,7.959999999999994,-2.3100000000000023
1990,19.72,15.969999999999999,22.08,4.170000000000002,-1.230000000000004,16.28,5.170000000000002,15.430000000000007,13.180000000000007,17.209999999999994,-5.180000000000007,37.78,25.739999999999995,0.1700000000000017,10.620000000000005,NA,25.269999999999996,28.230000000000004,NA,14.14,5.1200000000000045,-2.3599999999999994,2.780000000000001,13,27.67,14.6,19.58,1.9200000000000017,-0.6999999999999993,13.36,12.04,11.96,62.48,14.8,18.689999999999998,6.829999999999998,7.600000000000001,NA,18.159999999999997,NA,9.64,0.20999999999999375,12,9.280000000000001,25.14,37.83,9.709999999999994,NA,18.960000000000008,13.89,NA,9.379999999999995,22.67,-33.34,6.780000000000001,NA,41.69,17.89,19.78,3.030000000000001,4.290000000000006,15.620000000000005,NA,NA,22.209999999999994,NA,NA,7.5,9.790000000000006,27.540000000000006,13.629999999999995,18.310000000000002,31.58,42.7,0.4300000000000068,10.709999999999994,-21.569999999999993,15.310000000000002,4.299999999999997,21.799999999999997,-0.85,11.330000000000013,30.959999999999994,18.689999999999998
1991,20.72,5.969999999999999,11.079999999999998,4.170000000000002,2.769999999999996,9.280000000000001,19.17,-0.5699999999999932,6.180000000000007,9.209999999999994,5.819999999999993,25.78,NA,8.170000000000002,15.620000000000005,NA,16.269999999999996,10.230000000000004,NA,5.140000000000001,11.120000000000005,10.64,13.780000000000001,34,44.67,13.6,39.58,12.920000000000002,7.300000000000001,24.36,29.04,21.96,68.47999999999999,NA,23.689999999999998,12.829999999999998,22.6,20.89,31.159999999999997,-2.960000000000001,-11.36,-5.790000000000006,7,1.2800000000000011,1.1400000000000006,19.83,6.709999999999994,1.4099999999999966,-0.03999999999999204,2.8900000000000006,21.25,6.3799999999999955,-25.33,-7.340000000000003,-7.219999999999999,-21.08,12.689999999999998,6.890000000000001,NA,-12.969999999999999,19.290000000000006,15.620000000000005,23,NA,9.209999999999994,NA,NA,17.5,17.790000000000006,21.540000000000006,3.6299999999999955,29.310000000000002,18.58,47.7,5.430000000000007,10.709999999999994,NA,-7.689999999999998,8.299999999999997,29.799999999999997,NA,-7.6699999999999875,25.959999999999994,10.689999999999998
1992,17.72,11.969999999999999,20.08,12.170000000000002,-11.230000000000004,3.280000000000001,18.17,27.430000000000007,6.180000000000007,21.209999999999994,-15.180000000000007,24.78,15.739999999999995,9.170000000000002,24.620000000000005,17.269999999999996,8.269999999999996,22.230000000000004,10.040000000000006,8.14,2.1200000000000045,22.64,16.78,23,36.67,14.6,21.58,10.920000000000002,13.3,11.36,NA,NA,NA,19.8,20.689999999999998,9.829999999999998,15.600000000000001,9.89,19.159999999999997,11.04,4.640000000000001,-7.790000000000006,11,16.28,24.14,33.83,-3.2900000000000063,4.409999999999997,17.960000000000008,-8.11,18.25,9.379999999999995,-37.33,31.659999999999997,-0.21999999999999886,NA,NA,-8.11,4.780000000000001,0.030000000000001137,-5.709999999999994,11.620000000000005,9,24.290000000000006,18.209999999999994,18.349999999999994,23.33,22.5,22.790000000000006,26.540000000000006,10.629999999999995,33.31,23.58,64.7,8.430000000000007,19.709999999999994,NA,-7.689999999999998,17.299999999999997,42.8,-0.85,6.3300000000000125,19.959999999999994,20.689999999999998
1993,4.719999999999999,-4.030000000000001,15.079999999999998,18.17,-2.230000000000004,22.28,26.17,16.430000000000007,14.180000000000007,18.209999999999994,-4.180000000000007,42.78,23.739999999999995,3.1700000000000017,22.620000000000005,27.269999999999996,60.269999999999996,16.230000000000004,4.040000000000006,11.14,0.12000000000000455,-2.3599999999999994,-1.2199999999999989,23,33.67,4.6,10.58,5.920000000000002,2.3000000000000007,16.36,19.04,NA,NA,NA,35.69,25.83,35.6,22.89,28.159999999999997,26.04,9.64,8.209999999999994,14,18.28,23.14,31.83,15.709999999999994,19.409999999999997,12.960000000000008,-0.10999999999999943,27.25,5.3799999999999955,-51.33,17.659999999999997,10.780000000000001,NA,55.69,6.890000000000001,25.78,2.030000000000001,-3.7099999999999937,14.620000000000005,15,20.290000000000006,21.209999999999994,13.349999999999994,15.329999999999998,12.5,25.790000000000006,28.540000000000006,12.629999999999995,33.31,NA,46.7,10.430000000000007,17.709999999999994,6.430000000000007,-0.6899999999999977,20.299999999999997,41.8,4.15,1.3300000000000125,19.959999999999994,17.689999999999998
1994,32.72,3.969999999999999,23.08,21.17,5.769999999999996,8.280000000000001,28.17,17.430000000000007,20.180000000000007,32.209999999999994,18.819999999999993,29.78,23.739999999999995,10.170000000000002,20.620000000000005,25.269999999999996,53.269999999999996,17.230000000000004,8.040000000000006,4.140000000000001,2.1200000000000045,11.64,11.780000000000001,43,49.67,26.6,27.58,22.92,23.3,35.36,NA,25.96,37.48,43.8,41.69,34.83,36.6,33.89,29.159999999999997,29.04,10.64,-0.7900000000000063,16,11.280000000000001,11.14,33.83,7.709999999999994,21.409999999999997,5.960000000000008,4.890000000000001,19.25,11.379999999999995,4.670000000000002,NA,4.780000000000001,-2.0799999999999983,56.69,7.890000000000001,37.78,2.030000000000001,10.290000000000006,14.620000000000005,14,16.290000000000006,12.209999999999994,21.349999999999994,21.33,19.5,23.790000000000006,27.540000000000006,3.6299999999999955,21.310000000000002,32.58,55.7,16.430000000000007,0.7099999999999937,13.430000000000007,-0.6899999999999977,10.299999999999997,43.8,2.15,6.3300000000000125,12.959999999999994,17.689999999999998
1995,7.719999999999999,-14.030000000000001,-9.920000000000002,-21.83,-28.230000000000004,-5.719999999999999,-6.829999999999998,-5.569999999999993,6.180000000000007,2.2099999999999937,-7.180000000000007,2.780000000000001,-10.260000000000005,-4.829999999999998,21.620000000000005,2.269999999999996,49.269999999999996,-7.769999999999996,-0.9599999999999937,-15.86,-21.879999999999995,-0.35999999999999943,5.780000000000001,16,29.67,12.6,21.58,4.920000000000002,12.3,5.359999999999999,NA,NA,24.479999999999997,27.8,NA,3.8299999999999983,9.600000000000001,-5.109999999999999,-10.840000000000003,-13.96,-8.36,-25.790000000000006,-8,-1.7199999999999989,-1.8599999999999994,9.829999999999998,-2.2900000000000063,1.4099999999999966,-9.039999999999992,-9.11,10.25,-15.620000000000005,NA,-2.3400000000000034,-2.219999999999999,0.9200000000000017,32.69,-3.1099999999999994,NA,-18.97,3.2900000000000063,9.620000000000005,-8,-6.709999999999994,-7.790000000000006,-7.650000000000006,-6.670000000000002,0.5,-2.2099999999999937,0.5400000000000063,-15.370000000000005,NA,-14.420000000000002,38.7,-12.569999999999993,-18.290000000000006,-18.569999999999993,-18.689999999999998,-25.700000000000003,33.8,-0.85,15.330000000000013,5.959999999999994,16.689999999999998
1996,10.719999999999999,-9.030000000000001,-8.920000000000002,-7.829999999999998,-19.230000000000004,-9.719999999999999,-16.83,-1.5699999999999932,0.18000000000000682,-4.790000000000006,-9.180000000000007,11.780000000000001,-15.260000000000005,NA,22.620000000000005,2.269999999999996,NA,1.230000000000004,-9.959999999999994,NA,-15.879999999999995,3.6400000000000006,4.780000000000001,0,27.67,9.6,6.58,0.9200000000000017,-3.6999999999999993,0.35999999999999943,11.04,NA,10.479999999999997,6.800000000000001,11.689999999999998,1.8299999999999983,15.600000000000001,-8.11,-2.8400000000000034,NA,-16.36,-25.790000000000006,-12,-15.719999999999999,-3.8599999999999994,24.83,-13.290000000000006,-18.590000000000003,-17.039999999999992,-3.1099999999999994,-2.75,-17.620000000000005,NA,4.659999999999997,-5.219999999999999,-15.079999999999998,NA,-19.11,NA,-9.969999999999999,-2.7099999999999937,11.620000000000005,-10,-1.7099999999999937,-11.790000000000006,4.349999999999994,2.3299999999999983,6.5,3.7900000000000063,10.540000000000006,-7.3700000000000045,14.310000000000002,NA,43.7,-11.569999999999993,NA,-5.569999999999993,-21.689999999999998,-16.700000000000003,33.8,-0.85,-19.669999999999987,5.959999999999994,-11.310000000000002
1997,19.72,21.97,31.08,25.17,11.769999999999996,23.28,7.170000000000002,21.430000000000007,20.180000000000007,18.209999999999994,12.819999999999993,36.78,4.739999999999995,12.170000000000002,NA,31.269999999999996,42.269999999999996,30.230000000000004,17.040000000000006,NA,-2.8799999999999955,-8.36,15.780000000000001,11,39.67,0.5999999999999996,5.58,3.9200000000000017,-2.6999999999999993,11.36,21.04,-3.039999999999999,37.48,29.8,NA,14.829999999999998,41.6,19.89,34.16,30.04,28.64,18.209999999999994,26,13.280000000000001,NA,34.83,13.709999999999994,18.409999999999997,0.960000000000008,3.8900000000000006,38.25,23.379999999999995,NA,43.66,13.780000000000001,6.920000000000002,9.689999999999998,-0.10999999999999943,NA,17.03,30.290000000000006,43.620000000000005,27,40.290000000000006,21.209999999999994,25.349999999999994,16.33,26.5,27.790000000000006,34.540000000000006,23.629999999999995,41.31,39.58,54.7,-2.569999999999993,-0.29000000000000625,33.43000000000001,15.310000000000002,17.299999999999997,57.8,-0.85,NA,26.959999999999994,33.69
1998,17.72,6.969999999999999,11.079999999999998,5.170000000000002,1.769999999999996,5.280000000000001,11.170000000000002,5.430000000000007,6.180000000000007,8.209999999999994,NA,21.78,5.739999999999995,9.170000000000002,NA,14.269999999999996,28.269999999999996,15.230000000000004,-2.9599999999999937,NA,11.120000000000005,7.640000000000001,NA,16,43.67,10.6,19.58,5.920000000000002,9.3,27.36,33.04,21.96,32.48,27.8,24.689999999999998,22.83,32.6,33.89,31.159999999999997,NA,7.640000000000001,-9.790000000000006,-5,-2.719999999999999,3.1400000000000006,23.83,3.7099999999999937,-10.590000000000003,2.960000000000008,8.89,3.25,11.379999999999995,NA,NA,9.780000000000001,NA,12.689999999999998,NA,22.78,-0.9699999999999989,23.290000000000006,31.620000000000005,17,11.290000000000006,NA,NA,NA,19.5,11.790000000000006,18.540000000000006,10.629999999999995,25.310000000000002,NA,45.7,-2.569999999999993,-3.2900000000000063,8.430000000000007,-6.689999999999998,NA,35.8,20.15,-11.669999999999987,20.959999999999994,24.689999999999998
1999,NA,NA,NA,25.17,NA,23.28,NA,NA,NA,NA,NA,NA,NA,9.170000000000002,31.620000000000005,NA,42.269999999999996,24.230000000000004,18.040000000000006,NA,NA,NA,NA,NA,37.67,2.5999999999999996,4.58,-2.0799999999999983,-13.7,11.36,14.04,-1.0399999999999991,NA,25.8,NA,NA,27.6,6.890000000000001,37.16,NA,NA,NA,18,NA,NA,32.83,NA,NA,24.960000000000008,NA,NA,14.379999999999995,25.67,NA,40.78,50.92,38.69,NA,76.78,32.03,8.290000000000006,30.620000000000005,NA,NA,NA,NA,NA,34.5,NA,24.540000000000006,27.629999999999995,35.31,NA,28.700000000000003,21.430000000000007,9.709999999999994,31.430000000000007,-0.6899999999999977,NA,46.8,3.15,NA,NA,NA
2000,16.72,NA,NA,NA,NA,19.28,NA,NA,15.180000000000007,NA,NA,27.78,NA,17.17,NA,54.269999999999996,38.269999999999996,35.230000000000004,NA,NA,19.120000000000005,NA,NA,NA,35.67,14.6,14.58,13.920000000000002,11.3,NA,24.04,20.96,14.479999999999997,29.8,NA,18.83,32.6,16.89,58.16,NA,NA,NA,18,16.28,NA,41.83,19.709999999999994,7.409999999999997,19.960000000000008,16.89,31.25,14.379999999999995,25.67,45.66,29.78,34.92,15.689999999999998,NA,64.78,6.030000000000001,18.290000000000006,49.620000000000005,NA,36.290000000000006,NA,40.349999999999994,NA,33.5,NA,32.540000000000006,38.629999999999995,48.31,NA,64.7,19.430000000000007,10.709999999999994,42.43000000000001,8.310000000000002,14.299999999999997,58.8,12.15,NA,NA,23.689999999999998
2001,4.719999999999999,2.969999999999999,19.08,NA,NA,17.28,NA,16.430000000000007,15.180000000000007,33.209999999999994,4.819999999999993,38.78,NA,23.17,NA,NA,66.27,24.230000000000004,NA,NA,NA,16.64,NA,32,34.67,20.6,27.58,14.920000000000002,20.3,NA,41.04,17.96,26.479999999999997,31.8,25.689999999999998,26.83,33.6,27.89,42.16,NA,35.64,18.209999999999994,NA,30.28,22.14,39.83,42.709999999999994,25.409999999999997,37.96000000000001,29.89,36.25,NA,25.67,46.66,34.78,NA,45.69,NA,NA,28.03,10.290000000000006,29.620000000000005,16,15.290000000000006,7.209999999999994,18.349999999999994,17.33,13.5,12.790000000000006,9.540000000000006,13.629999999999995,31.310000000000002,NA,55.7,14.430000000000007,13.709999999999994,43.43000000000001,1.3100000000000023,0.29999999999999716,42.8,1.15,39.33000000000001,46.959999999999994,28.689999999999998
2002,-0.28000000000000114,0.9699999999999989,5.079999999999998,NA,NA,12.280000000000001,-9.829999999999998,1.4300000000000068,-7.819999999999993,13.209999999999994,NA,15.780000000000001,10.739999999999995,16.17,3.6200000000000045,NA,29.269999999999996,11.230000000000004,-7.959999999999994,2.1400000000000006,NA,-0.35999999999999943,-10.219999999999999,-15,25.67,5.6,21.58,0.9200000000000017,9.3,-6.640000000000001,NA,3.960000000000001,15.479999999999997,5.800000000000001,18.689999999999998,7.829999999999998,32.6,0.8900000000000006,32.16,NA,14.64,-13.790000000000006,2,4.280000000000001,-7.859999999999999,17.83,2.7099999999999937,13.409999999999997,7.960000000000008,-2.1099999999999994,7.25,-8.620000000000005,-2.3299999999999983,NA,NA,NA,29.689999999999998,19.89,3.780000000000001,20.03,-0.7099999999999937,23.620000000000005,NA,15.290000000000006,5.209999999999994,15.349999999999994,14.329999999999998,23.5,-3.2099999999999937,19.540000000000006,-5.3700000000000045,22.310000000000002,NA,52.7,18.430000000000007,12.709999999999994,NA,2.3100000000000023,0.29999999999999716,39.8,-0.85,5.3300000000000125,26.959999999999994,12.689999999999998
2003,42.72,26.97,36.08,NA,NA,NA,24.17,40.43000000000001,25.180000000000007,17.209999999999994,32.81999999999999,39.78,44.739999999999995,35.17,43.620000000000005,49.269999999999996,NA,45.230000000000004,25.040000000000006,39.14,43.120000000000005,19.64,NA,NA,66.67,40.6,67.58,40.92,42.3,51.36,69.03999999999999,54.96,60.48,NA,58.69,45.83,55.6,44.89,65.16,39.04,41.64,26.209999999999994,32,21.28,20.14,31.83,30.709999999999994,20.409999999999997,13.960000000000008,9.89,43.25,34.379999999999995,33.67,35.66,28.78,23.92,NA,28.89,23.78,19.03,34.290000000000006,49.620000000000005,38,41.290000000000006,35.209999999999994,42.349999999999994,35.33,42.5,24.790000000000006,36.540000000000006,21.629999999999995,50.31,NA,81.7,44.43000000000001,29.709999999999994,30.430000000000007,15.310000000000002,37.3,68.8,NA,19.330000000000013,39.959999999999994,NA
2004,27.72,-5.030000000000001,15.079999999999998,19.17,0.769999999999996,14.280000000000001,16.17,15.430000000000007,-2.819999999999993,-5.790000000000006,5.819999999999993,23.78,16.739999999999995,16.17,11.620000000000005,32.269999999999996,38.269999999999996,19.230000000000004,4.040000000000006,10.14,NA,-2.3599999999999994,-8.219999999999999,4,30.67,0.5999999999999996,13.58,-2.0799999999999983,3.3000000000000007,0.35999999999999943,42.04,NA,32.48,21.8,32.69,11.829999999999998,23.6,17.89,25.159999999999997,13.04,28.64,-9.790000000000006,8,13.280000000000001,6.140000000000001,18.83,19.709999999999994,4.409999999999997,11.960000000000008,0.8900000000000006,18.25,4.3799999999999955,14.670000000000002,15.659999999999997,1.7800000000000011,7.920000000000002,NA,18.89,20.78,14.030000000000001,14.290000000000006,37.620000000000005,22,20.290000000000006,20.209999999999994,15.349999999999994,8.329999999999998,14.5,12.790000000000006,13.540000000000006,-0.37000000000000455,37.31,36.58,52.7,13.430000000000007,-0.29000000000000625,NA,6.310000000000002,5.299999999999997,51.8,NA,7.3300000000000125,30.959999999999994,NA
