yy;id;regione;SiteId;cluster;SiteID;SiteName;SiteCode;Latitude;Longitude;Elevation
2013;abruzzo_1112;abruzzo;1112;1;1112;CATIGNANO;1110;42.34611111;13.94527778;323
2013;abruzzo_1940;abruzzo;1940;1;1940;LANCIANO;1330;42.22583333;14.38444444;273
2013;abruzzo_1966;abruzzo;1966;1;1966;CASOLI DIGA;1610;42.09555556;14.25805556;302
2013;abruzzo_1982;abruzzo;1982;1;1982;VASTO;1740;42.09972222;14.69833333;187
2013;abruzzo_2073;abruzzo;2073;1;2073;PONTE VOMANO;310;42.60888889;13.76861111;136
2013;abruzzo_2137;abruzzo;2137;1;2137;GIULIANOVA;50;42.74805556;13.95277778;55
2013;abruzzo_2177;abruzzo;2177;1;2177;aterno sagittario a allogg.idr;5900;42.15638889;13.82972222;248
2013;abruzzo_2256;abruzzo;2256;1;2256;SANTO STEFANO;80;42.6475;13.60277778;734
2013;abruzzo_606;abruzzo;606;1;606;CHIETI;1060;42.37694444;14.18305556;244
2013;aeronautica_6747;aeronautica;6747;1;6747;ALBENGA;161220;44.05;8.117;49
2013;aeronautica_6750;aeronautica;6750;1;6750;SARZANA/LUNI;161250;44.083;9.983;10
2013;aeronautica_6771;aeronautica;6771;1;6771;CAPO MELE;161530;43.95;8.167;221
2013;aeronautica_6773;aeronautica;6773;1;6773;PISA/S. GIUSTO;161580;43.683;10.383;6
2013;aeronautica_6777;aeronautica;6777;1;6777;FIRENZE/PERETOLA;161700;43.8;11.2;38
2013;aeronautica_6779;aeronautica;6779;1;6779;AREZZO;161720;43.467;11.85;249
2013;aeronautica_6784;aeronautica;6784;1;6784;PERUGIA;161810;43.083;12.5;205
2013;aeronautica_6790;aeronautica;6790;1;6790;M. CALAMITA;161970;42.733;10.4;397
2013;aeronautica_6795;aeronautica;6795;1;6795;CIVITAVECCHIA;162140;42.033;11.833;4
2013;aeronautica_6797;aeronautica;6797;1;6797;VITERBO;162160;42.433;12.05;308
2013;aeronautica_6803;aeronautica;6803;1;6803;VIGNA DI VALLE;162240;42.083;12.217;266
2013;aeronautica_6810;aeronautica;6810;1;6810;PESCARA;162300;42.433;14.2;11
2013;aeronautica_6812;aeronautica;6812;1;6812;TERMOLI;162320;42;15;44
2013;aeronautica_6819;aeronautica;6819;1;6819;ROMA FIUMICINO;162420;41.8;12.233;3
2013;aeronautica_6821;aeronautica;6821;1;6821;FROSINONE;162440;41.633;13.3;185
2013;aeronautica_6822;aeronautica;6822;1;6822;PRATICA DI MARE;162450;41.65;12.45;21
2013;aeronautica_6839;aeronautica;6839;1;6839;BARI/PALESE MACCHIE;162700;41.133;16.783;49
2013;aeronautica_6841;aeronautica;6841;1;6841;PONZA;162800;40.917;12.95;185
2013;aeronautica_6850;aeronautica;6850;1;6850;CAPO PALINURO;163100;40.017;15.283;185
2013;aeronautica_6851;aeronautica;6851;1;6851;GIOIA DEL COLLE;163120;40.767;16.933;350
2013;aeronautica_6856;aeronautica;6856;1;6856;BRINDISI;163200;40.65;17.95;10
2013;aeronautica_6863;aeronautica;6863;1;6863;BONIFATI;163370;39.583;15.883;485
2013;aeronautica_6867;aeronautica;6867;1;6867;CROTONE;163500;39;17.067;161
2013;aeronautica_6869;aeronautica;6869;1;6869;S. MARIA DI LEUCA;163600;39.817;18.35;112
2013;aeronautica_6874;aeronautica;6874;1;6874;USTICA;164000;38.7;13.183;251
2013;aeronautica_6897;aeronautica;6897;1;6897;PANTELLERIA;164700;36.817;11.967;170
2013;basilicata_136;basilicata;136;1;136;Ferrandina;177100;40.4979110602;16.4518417679;492
2013;basilicata_42;basilicata;42;1;42;Matera;55000;40.6694;16.6017;389
2013;calabria_10;calabria;10;1;10;Montalto Uffugo;1060;39.40111111;16.13055556;436
2013;calabria_108;calabria;108;1;108;Crotone;1680;39.08694444;17.13111111;1
2013;calabria_121;calabria;121;1;121;San Mauro Marchesato;1740;39.10444444;16.92888889;212
2013;calabria_140;calabria;140;1;140;Catanzaro;1850;38.91083333;16.58583333;315
2013;calabria_157;calabria;157;1;157;Palermiti;1940;38.74919444;16.45286111;525
2013;calabria_160;calabria;160;1;160;Chiaravalle Centrale;1960;38.67138889;16.40888889;551
2013;calabria_177;calabria;177;1;177;Monasterace - Punta Stilo;2040;38.45361111;16.55222222;64
2013;calabria_213;calabria;213;1;213;Sant'Agata del Bianco;2270;38.10075;16.08533333;310
2013;calabria_215;calabria;215;1;215;Staiti;2290;37.99986111;16.0355;369
2013;calabria_217;calabria;217;1;217;Capo Spartivento;2310;37.92727778;16.05613889;61
2013;calabria_246;calabria;246;1;246;Scilla;2510;38.25166667;15.71972222;60
2013;calabria_255;calabria;255;1;255;Santa Cristina d'Aspromonte;2540;38.25694444;15.96472222;448
2013;calabria_265;calabria;265;1;265;Cittanova;2600;38.35222222;16.0775;407
2013;calabria_290;calabria;290;1;290;Mileto;2730;38.613861;16.064808;328
2013;calabria_327;calabria;327;1;327;Nicastro - Bella;2940;38.98555556;16.29944444;597
2013;calabria_338;calabria;338;1;338;Rogliano;3000;39.18361111;16.32583333;665
2013;calabria_34;calabria;34;1;34;San Sosti;1230;39.66444444;16.02805556;384
2013;calabria_345;calabria;345;1;345;Paola;3060;39.36727778;16.04208333;282
2013;calabria_348;calabria;348;1;348;Cetraro Superiore;3090;39.535055560000004;15.96408333;417
2013;calabria_71;calabria;71;1;71;Ciro' Marina - Punta Alice;1455;39.38416667;17.12611111;8
2013;calabria_95;calabria;95;1;95;Cerenzia;1580;39.2425;16.78333333;596
2013;campania_23;campania;23;1;23;Castelluccio;NA;40.58166667;15.33777778;283.8472900390625
2013;campania_84;campania;84;1;84;Senerchia;NA;40.73861111;15.20555556;613.12469482421875
2013;friuliveneziagiulia_51;friuliveneziagiulia;51;1;51;Trieste molo f.lli bandiera;TRI;45.649996;13.752242;1
2013;lazio_273;lazio;273;1;273;Marta a Tarquinia;199400;42.2569;11.7425;50
2013;lazio_274;lazio;274;1;274;Montefiascone;199500;42.53;12.0228;516
2013;lazio_276;lazio;276;1;276;Civitavecchia;199700;42.0967;11.7853;7
2013;lazio_282;lazio;282;1;282;Posticciola;200800;42.2336;12.9419;626
2013;lazio_329;lazio;329;1;329;Barbarano;391100;42.2542;12.0444;313
2013;lazio_380;lazio;380;1;380;Licenza;480200;42.075;12.8997;553
2013;lazio_382;lazio;382;1;382;Morlupo;480400;42.1436;12.5067;223
2013;lazio_383;lazio;383;1;383;Palestrina;480500;41.8381;12.8814;428
2013;lazio_453;lazio;453;1;453;Bolsena;577500;42.6533;11.9722;352
2013;liguria_5870;liguria;5870;1;5870;Imperia;00170;43.8789;8.01694;60
2013;liguria_5889;liguria;5889;1;5889;Molino Branca;00311;44.0481;8.21083;6
2013;liguria_5924;liguria;5924;1;5924;S. Margherita Vara;01300;44.275833;9.661111;200
2013;liguria_5926;liguria;5926;1;5926;Sanremo;00101;43.822694;7.78625;45
2013;liguria_5934;liguria;5934;1;5934;Savona Istituto Nautico;00440;44.307111;8.484083;28
2013;liguria_6933;liguria;6933;1;6933;BORZONE;00909;44.4243;9.41;370
2013;marche_152;marche;152;1;152;Fano;152;43.826328;13.053796;7
2013;marche_701;marche;701;1;701;Ancona Torrette;701;43.610954;13.449807;5
2013;puglia_104;puglia;104;1;104;OSTUNI;23;40.73389;17.56694;115
2013;puglia_105;puglia;105;1;105;OTRANTO;9;40.15028;18.48417;27
2013;puglia_111;puglia;111;1;111;POLIGNANO_A_MARE;34;40.98361;17.21667;50
2013;puglia_123;puglia;123;1;123;SANNICANDRO_GARGANICO;5;41.83361;15.58417;228
2013;puglia_13;puglia;13;1;13;BARI_(UFFICIO_IDROGRAFICO);402;41.11972;16.88194;17
2013;puglia_135;puglia;135;1;135;SPINAZZOLA;453;40.95056;16.08417;458
2013;puglia_137;puglia;137;1;137;TALSANO;454;40.40056;17.26694;37
2013;puglia_143;puglia;143;1;143;TROIA;38;41.35056;15.30056;436
2013;puglia_147;puglia;147;1;147;VIESTE;459;41.8675;16.16694;33
2013;puglia_148;puglia;148;1;148;VIGNACASTRISI;494;40.00056;18.4;99
2013;puglia_22;puglia;22;1;22;BRINDISI;6;40.63389;17.91722;22
2013;puglia_23;puglia;23;1;23;CAGNANO_VARANO;407;41.83361;15.80028;181
2013;puglia_3;puglia;3;1;3;ALTAMURA;401;40.82389;16.55278;458
2013;puglia_30;puglia;30;1;30;CASAMASSIMA;42;40.95028;16.91667;229
2013;puglia_32;puglia;32;1;32;CASTEL_DEL_MONTE;410;41.06722;16.31694;470
2013;puglia_33;puglia;33;1;33;CASTELLANA_GROTTE;411;40.8675;17.20056;300
2013;puglia_42;puglia;42;1;42;CORATO;16;41.15;16.40056;249
2013;puglia_44;puglia;44;1;44;CRISPIANO;498;40.58444;17.23472;264
2013;puglia_5;puglia;5;1;5;ANDRIA;33;41.21806;16.28417;162
2013;puglia_50;puglia;50;1;50;FASANO;24;40.83361;17.35028;118
2013;puglia_59;puglia;59;1;59;GIOIA_DEL_COLLE;27;40.8;16.91694;377
2013;puglia_71;puglia;71;1;71;LOCOROTONDO;25;40.75;17.33333;397
2013;puglia_8;puglia;8;1;8;ASCOLI_SATRIANO;55;41.20083;15.55056;435
2013;sicilia_11835;sicilia;11835;1;11835;Diga Platani (Fanaco);191520;37.670208;13.552996;667
2013;sicilia_6120;sicilia;6120;1;6120;Linguaglossa;00230;37.826011;15.130661;593
2013;toscana_15;toscana;15;1;15;Cortona;TOS01000751;43.268995;11.996447999999999;485
2013;toscana_232;toscana;232;1;232;Lucca;TOS02000512;43.842185;10.5127;17
2013;toscana_238;toscana;238;1;238;Seravezza 2;TOS02004029;43.992815;10.223503;127
2013;toscana_239;toscana;239;1;239;Ponte Tavole;TOS02004045;43.972565;10.18483;7
2013;toscana_464;toscana;464;1;464;Lucca (Orto Botanico);TOS10000511;43.841806;10.510888;17
2013;toscana_55;toscana;55;1;55;Prato Universita';TOS01001205;43.885556;11.099213;64
2013;toscana_57;toscana;57;1;57;S. Giusto;TOS01001215;43.759952;11.193765;39
