nomi.zyp zyp.out
lbound 0.48858415812827954
trend 0.6388448629846929
trendp 38.330691779081576
ubound 0.803036164371924
tau 0.5885447263717651
sig 0
nruns 3
autocor 0.030489533980734063
valid_frac 1
linear 0.6249369269241452
intercept -8.115941534133741
