yy;id;regione;SiteId;cluster;SiteID;SiteName;SiteCode;Latitude;Longitude;Elevation
2013;abruzzo_1966;abruzzo;1966;3;1966;CASOLI DIGA;1610;42.09555556;14.25805556;302
2013;abruzzo_1975;abruzzo;1975;3;1975;MONTAZZOLI;1680;41.94222222;14.42805556;792
2013;abruzzo_2094;abruzzo;2094;3;2094;ARSITA;410;42.5;13.79805556;510
2013;abruzzo_2280;abruzzo;2280;3;2280;CARAMANICO METEO;980;42.15083333;14.01916667;785
2013;aeronautica_6766;aeronautica;6766;3;6766;PUNTA MARINA;161460;44.45;12.3;6
2013;aeronautica_6769;aeronautica;6769;3;6769;RIMINI;161490;44.033;12.617;13
2013;aeronautica_6773;aeronautica;6773;3;6773;PISA/S. GIUSTO;161580;43.683;10.383;6
2013;aeronautica_6782;aeronautica;6782;3;6782;FRONTONE;161790;43.517;12.733;574
2013;aeronautica_6787;aeronautica;6787;3;6787;FALCONARA;161910;43.617;13.367;10
2013;aeronautica_6794;aeronautica;6794;3;6794;GROSSETO;162060;42.75;11.067;7
2013;aeronautica_6814;aeronautica;6814;3;6814;GUIDONIA;162340;42;12.733;89
2013;aeronautica_6819;aeronautica;6819;3;6819;ROMA FIUMICINO;162420;41.8;12.233;3
2013;aeronautica_6826;aeronautica;6826;3;6826;CAMPOBASSO;162520;41.567;14.65;807
2013;aeronautica_6827;aeronautica;6827;3;6827;GRAZZANISE;162530;41.05;14.067;10
2013;aeronautica_6834;aeronautica;6834;3;6834;AMENDOLA;162610;41.533;15.717;60
2013;aeronautica_6851;aeronautica;6851;3;6851;GIOIA DEL COLLE;163120;40.767;16.933;350
2013;aeronautica_6884;aeronautica;6884;3;6884;PRIZZI;164340;37.717;13.433;1035
2013;calabria_160;calabria;160;3;160;Chiaravalle Centrale;1960;38.67138889;16.40888889;551
2013;calabria_17;calabria;17;3;17;Acri;1120;39.48252778;16.3935;746
2013;calabria_18;calabria;18;3;18;Torano Scalo;1130;39.49388889;16.21;93
2013;calabria_2;calabria;2;3;2;Cosenza;1010;39.28694444;16.26527778;269
2013;calabria_220;calabria;220;3;220;Roccaforte del Greco;2340;38.04527778;15.90083333;719
2013;calabria_28;calabria;28;3;28;Castrovillari - Camerata;1185;39.73308333;16.27191667;63
2013;calabria_338;calabria;338;3;338;Rogliano;3000;39.18361111;16.32583333;665
2013;calabria_376;calabria;376;3;376;Albidona;900;39.92472222;16.46833333;675
2013;calabria_7;calabria;7;3;7;San Pietro in Guarano;1030;39.34555556;16.31361111;766
2013;campania_23;campania;23;3;23;Castelluccio;NA;40.58166667;15.33777778;283.8472900390625
2013;campania_77;campania;77;3;77;S.pietro;NA;40.81833333;14.78694444;204.2464141845703
2013;campania_84;campania;84;3;84;Senerchia;NA;40.73861111;15.20555556;613.12469482421875
2013;emiliaromagna_12702;emiliaromagna;12702;3;12702;Bologna Urbana;0811842;44.500754;11.328789;44
2013;emiliaromagna_14246;emiliaromagna;14246;3;14246;Ferrara urbana;OPENDATA114;44.8325;11.62114;9
2013;emiliaromagna_14354;emiliaromagna;14354;3;14354;Parma urbana;OPENDATA222;44.808;10.33049;49
2013;emiliaromagna_9163;emiliaromagna;9163;3;9163;FORLIURB;08FORLIURB;44.21942;12.04086;32
2013;emiliaromagna_9224;emiliaromagna;9224;3;9224;MODENAURB;08MODENAURB;44.65191;10.91571;35
2013;emiliaromagna_9320;emiliaromagna;9320;3;9320;REGGIOEMILIAURB;08REGGIOEMILIAURB;44.69007;10.63239;59
2013;lazio_273;lazio;273;3;273;Marta a Tarquinia;199400;42.2569;11.7425;50
2013;lazio_274;lazio;274;3;274;Montefiascone;199500;42.53;12.0228;516
2013;lazio_283;lazio;283;3;283;Poggio Mirteto;200900;42.27;12.6953;353
2013;lazio_383;lazio;383;3;383;Palestrina;480500;41.8381;12.8814;428
2013;liguria_5933;liguria;5933;3;5933;Sarzana;01380;44.114722;9.965278;26
2013;liguria_5937;liguria;5937;3;5937;Statale;00940;44.348694;9.483389;570
2013;liguria_6933;liguria;6933;3;6933;BORZONE;00909;44.4243;9.41;370
2013;lombardia_5999;lombardia;5999;3;5999;Sermide;00816;45.00722;11.290278;12
2013;marche_104;marche;104;3;104;Urbino;104;43.723278;12.636861;471
2013;marche_110;marche;110;3;110;Jesi;110;43.531944;13.229972;100
2013;marche_112;marche;112;3;112;Villa Fastiggi;112;43.89061;12.86939;22
2013;marche_123;marche;123;3;123;Arcevia;123;43.497452;12.936685;535
2013;marche_152;marche;152;3;152;Fano;152;43.826328;13.053796;7
2013;marche_25;marche;25;3;25;Ascoli Piceno;25;42.852242;13.651516;78
2013;marche_616;marche;616;3;616;Apiro;616;43.36842;13.07954;580
2013;puglia_127;puglia;127;3;127;SAN_SAMUELE_DI_CAFIERO;416;41.26889;16.05917;45
2013;puglia_135;puglia;135;3;135;SPINAZZOLA;453;40.95056;16.08417;458
2013;puglia_15;puglia;15;3;15;BICCARI;403;41.40056;15.18389;590
2013;puglia_51;puglia;51;3;51;FOGGIA_(IST._SPER.LE_COLTURE_FORAGG.);418;41.46667;15.46806;85
2013;puglia_84;puglia;84;3;84;MASSERIA_S._CHIARA;428;41.33361;16.13333;10
2013;puglia_89;puglia;89;3;89;MINERVINO_MURGE;32;41.06694;16.08333;502
2013;sicilia_11835;sicilia;11835;3;11835;Diga Platani (Fanaco);191520;37.670208;13.552996;667
2013;sicilia_6120;sicilia;6120;3;6120;Linguaglossa;00230;37.826011;15.130661;593
2013;toscana_204;toscana;204;3;204;Vallelunga;TOS02000108;43.971328;10.337689;688
2013;toscana_232;toscana;232;3;232;Lucca;TOS02000512;43.842185;10.5127;17
2013;toscana_30;toscana;30;3;30;Le Croci (Barberino);TOS01000926;44.009686;11.271917;387
2013;toscana_464;toscana;464;3;464;Lucca (Orto Botanico);TOS10000511;43.841806;10.510888;17
2013;toscana_57;toscana;57;3;57;S. Giusto;TOS01001215;43.759952;11.193765;39
2013;toscana_58;toscana;58;3;58;Case Passerini;TOS01001225;43.814406;11.17746;35
2013;toscana_72;toscana;72;3;72;S. Miniato (Cimitero);TOS01001491;43.684031;10.831479;42
2013;toscana_78;toscana;78;3;78;Volterra;TOS01001664;43.408995;10.862233;372
2013;trentino_6601;trentino;6601;3;6601;Torbole;193;45.881852;10.882485;70
2013;umbria_1090;umbria;1090;3;1090;Armenzano;1090;43.072;12.702;614
2013;umbria_1482;umbria;1482;3;1482;Perugia_sede;1482;43.106;12.376;352
2013;umbria_2005;umbria;2005;3;2005;Orvieto;2005;42.719;12.11;264
2013;umbria_264;umbria;264;3;264;Montelovesco;264;43.308;12.418;590
2013;umbria_3537;umbria;3537;3;3537;San_gemini;3537;42.609;12.54;255
2013;umbria_3539;umbria;3539;3;3539;Perugia_santa_giuliana;3539;43.105;12.387;412
2013;umbria_742;umbria;742;3;742;Isola_polvese_1;742;43.115;12.143;263
2013;umbria_748;umbria;748;3;748;Passignano;748;43.187;12.142;308
