aeronautica_6803,aeronautica_6817,aeronautica_6893,lazio_240,lazio_289,marche_701,sicilia_11883,sicilia_11933,toscana_55,aeronautica_6693,aeronautica_6697,aeronautica_6865,bolzano_176,bolzano_39,lazio_388,marche_703,trentino_6511,trentino_6564,trentino_6639,trentino_6640,aeronautica_6769,aeronautica_6773,aeronautica_6782,aeronautica_6794,aeronautica_6826,aeronautica_6827,aeronautica_6834,aeronautica_6851,emiliaromagna_12702,emiliaromagna_14246,marche_104,marche_110,marche_123,marche_25,toscana_72,toscana_78,aeronautica_6707,aeronautica_6709,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6779,aeronautica_6797,bolzano_203,marche_108,marche_109,marche_605,marche_608,toscana_25,toscana_76,trentino_6509,aeronautica_6691,aeronautica_6692,bolzano_223,bolzano_94,aeronautica_6771,aeronautica_6856,aeronautica_6869,lazio_276,aeronautica_6919,aeronautica_6923
7.77,20.04,1.75,8.79,5.9,7.5,2,2.15,24.04,160.96,131.07,93.79,116.56,112.92,127.35,85.96,127.54,98.69,144.63,137.83,42.83,31.38,30.72,20.52,34.38,13,17.59,28.54,31.93,35.85,35.3,31.1,33.16,16.55,11.55,17.65,82.04,53.54,58.96,74.89,72.82,66.1,69.83,62.11,47.71,60,41.08,94.32,56.87,36.57,44.7,26.1,65.55,39.07,92.16,188.28,190.36,168.7,168.42,1.16,1.48,0.75,2.93,6.33,2.38
