yy;id;regione;SiteId;cluster;SiteID;SiteName;SiteCode;Latitude;Longitude;Elevation
2013;aeronautica_6771;aeronautica;6771;6;6771;CAPO MELE;161530;43.95;8.167;221
2013;aeronautica_6795;aeronautica;6795;6;6795;CIVITAVECCHIA;162140;42.033;11.833;4
2013;aeronautica_6812;aeronautica;6812;6;6812;TERMOLI;162320;42;15;44
2013;aeronautica_6841;aeronautica;6841;6;6841;PONZA;162800;40.917;12.95;185
2013;aeronautica_6847;aeronautica;6847;6;6847;CAPRI;162940;40.55;14.2;161
2013;aeronautica_6850;aeronautica;6850;6;6850;CAPO PALINURO;163100;40.017;15.283;185
2013;aeronautica_6856;aeronautica;6856;6;6856;BRINDISI;163200;40.65;17.95;10
2013;aeronautica_6857;aeronautica;6857;6;6857;GROTTAGLIE;163240;40.517;17.4;69
2013;aeronautica_6867;aeronautica;6867;6;6867;CROTONE;163500;39;17.067;161
2013;aeronautica_6869;aeronautica;6869;6;6869;S. MARIA DI LEUCA;163600;39.817;18.35;112
2013;aeronautica_6874;aeronautica;6874;6;6874;USTICA;164000;38.7;13.183;251
2013;aeronautica_6876;aeronautica;6876;6;6876;PALERMO/PUNTA RAISI;164050;38.183;13.1;21
2013;aeronautica_6881;aeronautica;6881;6;6881;MESSINA;164200;38.2;15.55;51
2013;aeronautica_6882;aeronautica;6882;6;6882;REGGIO CALABRIA;164220;38.067;15.65;21
2013;aeronautica_6883;aeronautica;6883;6;6883;TRAPANI/BIRGI;164290;37.917;12.5;14
2013;aeronautica_6889;aeronautica;6889;6;6889;GELA;164530;37.083;14.217;65
2013;aeronautica_6897;aeronautica;6897;6;6897;PANTELLERIA;164700;36.817;11.967;170
2013;aeronautica_6901;aeronautica;6901;6;6901;COZZO SPADARO;164800;36.683;15.133;51
2013;aeronautica_6902;aeronautica;6902;6;6902;LAMPEDUSA;164900;35.5;12.6;20
2013;calabria_107;calabria;107;6;107;Crotone - Papanice;1675;39.0725;17.02777778;118
2013;calabria_108;calabria;108;6;108;Crotone;1680;39.08694444;17.13111111;1
2013;calabria_111;calabria;111;6;111;Crotone - Salica;1695;39.01222222;17.12611111;145
2013;calabria_112;calabria;112;6;112;Isola di Capo Rizzuto - Campolongo;1700;38.94305556;17.0088;151
2013;calabria_121;calabria;121;6;121;San Mauro Marchesato;1740;39.10444444;16.92888889;212
2013;calabria_140;calabria;140;6;140;Catanzaro;1850;38.91083333;16.58583333;315
2013;calabria_177;calabria;177;6;177;Monasterace - Punta Stilo;2040;38.45361111;16.55222222;64
2013;calabria_196;calabria;196;6;196;Gioiosa Ionica;2160;38.30111111;16.32972222;18
2013;calabria_202;calabria;202;6;202;Antonimina;2200;38.25972222;16.18055556;126
2013;calabria_208;calabria;208;6;208;Plati';2230;38.22222222;16.04444444;329
2013;calabria_213;calabria;213;6;213;Sant'Agata del Bianco;2270;38.10075;16.08533333;310
2013;calabria_215;calabria;215;6;215;Staiti;2290;37.99986111;16.0355;369
2013;calabria_217;calabria;217;6;217;Capo Spartivento;2310;37.92727778;16.05613889;61
2013;calabria_233;calabria;233;6;233;Reggio Calabria;2450;38.10786111;15.65094444;72
2013;calabria_246;calabria;246;6;246;Scilla;2510;38.25166667;15.71972222;60
2013;calabria_284;calabria;284;6;284;Feroleto della Chiesa;2690;38.46805556;16.06833333;180
2013;calabria_345;calabria;345;6;345;Paola;3060;39.36727778;16.04208333;282
2013;calabria_348;calabria;348;6;348;Cetraro Superiore;3090;39.535055560000004;15.96408333;417
2013;calabria_71;calabria;71;6;71;Ciro' Marina - Punta Alice;1455;39.38416667;17.12611111;8
