aeronautica_6803,aeronautica_6817,aeronautica_6893,lazio_240,lazio_289,marche_701,sicilia_11883,sicilia_11933,toscana_55,aeronautica_6693,aeronautica_6697,aeronautica_6865,bolzano_176,bolzano_39,lazio_388,marche_703,trentino_6511,trentino_6564,trentino_6639,trentino_6640,aeronautica_6769,aeronautica_6773,aeronautica_6782,aeronautica_6794,aeronautica_6826,aeronautica_6827,aeronautica_6834,aeronautica_6851,emiliaromagna_12702,emiliaromagna_14246,marche_104,marche_110,marche_123,marche_25,toscana_72,toscana_78,aeronautica_6707,aeronautica_6709,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6779,aeronautica_6797,bolzano_203,marche_108,marche_109,marche_605,marche_608,toscana_25,toscana_76,trentino_6509,aeronautica_6691,aeronautica_6692,bolzano_223,bolzano_94,aeronautica_6771,aeronautica_6856,aeronautica_6869,lazio_276,aeronautica_6919,aeronautica_6923
3.5,19.32,6.88,5.17,6.63,11,0.69,1.89,24,141.72,108.59,79.12,96.19,115.6,143.42,90.59,125.07,95.48,143.74,142.17,30.52,32.93,28.21,19.81,34.5,3.38,19.07,24.96,29,38,26.7,31.48,33.76,25.24,15.24,25,63.71,32.29,45.75,62.07,62.36,52.62,60.25,54.81,46.75,45.88,24.54,91,69.17,49.71,54.9,50.4,65.66,36.82,82.6,194.38,202.18,188.53,187.62,1.48,1.59,0.46,2.1,6.15,3.62
