aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6693,aeronautica_6697,bolzano_39,lazio_388,toscana_25,trentino_6511,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,emiliaromagna_9224,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,trentino_6509,trentino_6564,trentino_6640,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6691,aeronautica_6692,aeronautica_6919,aeronautica_6922
33.53,34.58,33.77,35.61,34,34.72,34.55,34.64,36.05,27.97,30.99,30.52,22.99,26.9,26.54,32.15,33.19,31.68,32.19,32.6,32.62,32.95,32.71,30.89,33.49,27.7,32.5,32.29,31.35,27.26,27.06,27.09,31.78,32.68,35.52,34.56,35.77,37.78,31.52,33,34.27,32.94,32.24,32.45,33.46,35.2,34.22,32.67,35.67,35.04,32.67,33.96,34.05,18.5,17.75,38.88,35.91
