yy;aeronautica_6779;aeronautica_6797;aeronautica_6803;aeronautica_6851;friuliveneziagiulia_20;marche_108;marche_110;marche_701;toscana_72;aeronautica_6693;aeronautica_6697;aeronautica_6865;bolzano_39;lazio_388;toscana_25;trentino_6511;aeronautica_6707;aeronautica_6718;aeronautica_6720;aeronautica_6723;aeronautica_6733;emiliaromagna_12702;friuliveneziagiulia_39;marche_152;marche_605;aeronautica_6709;aeronautica_6782;aeronautica_6826;marche_104;trentino_6509;trentino_6564;trentino_6640;aeronautica_6771;aeronautica_6773;aeronautica_6794;aeronautica_6817;aeronautica_6827;aeronautica_6834;aeronautica_6841;aeronautica_6850;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6893;aeronautica_6897;aeronautica_6901;lazio_289;marche_25;sicilia_11812;sicilia_11825;sicilia_11882;aeronautica_6691;aeronautica_6692;aeronautica_6919;aeronautica_6922
1961;NA;5.063769485120454;4.7709022201228155;8.247520075578649;6.065186584789797;3.6939064714218235;6.650921114785073;4.80869154463864;5.8667926310817196;NA;11.374586679263109;NA;7.482286254133208;6.58478979688238;6.358053849787434;NA;NA;NA;6.235238545111006;6.97213037316958;NA;6.244685876239962;2.69248937175248;8.74822862541332;8.190836088804913;6.291922531884743;8.379782711384035;9.211147850732168;3.6844591402928675;NA;2.9192253188474253;5.942371280113368;NA;3.7222484648086915;6.036844591402929;9.390647142182333;NA;12.130373169579594;7.435049598488427;12.88615965989608;12.81058101086443;11.166745394426075;11.469059990552669;6.518658478979688;NA;NA;5.347189418989136;5.630609352857817;5.658951346244686;6.953235710911668;22.796410014171;NA;5.148795465281058;5.271610769957487;6.263580538497875;NA;4.270193670288144
1962;NA;NA;14.388285309400095;10.392064241851678;13.160132262635804;8.757675956542277;12.782239017477561;12.999527633443552;12.442135096835145;NA;19.15918752952291;NA;NA;12.820028341993387;12.905054322153992;14.359943316013227;NA;NA;16.75956542276807;17.13745866792631;NA;16.551724137931036;12.064241851676902;14.756731223429382;11.92253188474256;15.994331601322626;NA;16.58951346244686;10.467642890883326;14.974019839395373;15.777042985356637;13.490788852149269;NA;16.17383089277279;15.994331601322626;14.974019839395373;NA;15.474728389230041;19.678790741615494;17.57203589985829;13.122342938119983;15.162966461974491;17.487009919697684;14.057628719886631;20.198393953708077;NA;NA;14.539442607463391;12.88615965989608;13.58526216343883;10.486537553141238;23.750590458195557;NA;18.119981105337743;19.064714218233352;8.682097307510627;15.096835144071798
1963;NA;12.52716107699575;10.647142182333491;11.686348606518658;12.04534718941899;8.691544638639584;11.072272083136514;13.443552196504488;13.065658951346245;NA;15.729806329711856;NA;NA;6.537553141237601;13.77420878601795;14.936230514879547;NA;NA;16.022673594709495;15.04959848842702;NA;13.641946150212563;15.181861124232404;16.51393481341521;12.281530467642892;16.07935758148323;13.689182805857344;9.740198393953708;13.094000944733114;13.075106282475202;12.961738308927728;18.904109589041095;NA;10.59990552668871;9.740198393953708;11.119508738781295;NA;13.235710911667454;12.442135096835145;14.189891355692016;11.336797354747285;11.714690599905527;14.331601322626359;11.913084553613604;16.35333018422296;NA;12.026452527161076;13.273500236183278;10.524326877657062;10.609352857817667;17.44922059518186;15.040151157298062;10.212564950401513;12.801133679735473;14.170996693434104;10.07085498346717;10.581010864430798
1964;9.91143772376107;NA;7.0944036178632;14.1888072357264;11.682683248539664;9.402675711324665;11.183342754852083;8.375730167703034;4.852082155643489;NA;12.125494629734314;9.845487092519315;7.885811192764273;5.002826455624647;6.887130205389108;6.255888449218014;NA;NA;8.243828905219521;9.525155455059355;NA;9.873751648765781;13.698888260787639;12.511776898436027;10.721688336159788;5.021669493122291;6.642170717919729;NA;8.206142830224232;4.23968343697004;3.4388543433201435;8.72432636140946;4.305634068211796;7.254569436593179;7.838703599020162;13.359713585830036;12.549462973431316;13.717731298285281;6.905973242886754;8.187299792726588;12.474090823440738;12.530619935933673;5.926135293009233;11.079706048615037;11.955907292255512;NA;6.915394761635575;7.254569436593179;7.028452986621443;9.751271905031091;17.70303372903712;18.013943847748255;7.103825136612022;7.348784624081402;6.981345392877332;9.063501036367063;5.643489730544564
1965;NA;NA;NA;23.230987246102977;11.752479924421351;16.211620217288615;14.369390647142183;8.153046764289089;9.8063297118564;11.894189891355692;NA;16.164383561643834;12.81058101086443;9.513462446858762;7.45394426074634;9.88190836088805;15.11572980632971;13.046764289088333;12.508266414737838;13.953708077468116;13.755314123760037;9.059990552668872;17.88379782711384;12.23429381199811;13.556920170051962;NA;7.775153519130845;NA;19.697685403873404;NA;10.76995748700992;12.876712328767123;13.82144544166273;15.616438356164384;14.256022673594709;14.766178554558337;17.18469532357109;17.13745866792631;14.511100614076526;8.672649976381672;17.13745866792631;18.138875767595657;15.540859707132734;NA;17.392536608408125;8.899385923476617;11.51629664619745;12.253188474256023;11.34624468587624;14.407179971658007;48.54038734057629;18.885214926783185;7.8223901747756255;14.803967879074161;NA;10.788852149267832;12.026452527161076
1966;7.992442135096835;10.051960321209258;10.713273500236184;14.681152574397732;5.205479452054795;7.8034955125177135;13.330184222957014;5.640056683986773;7.028814359943317;6.953235710911668;7.179971658006614;9.787435049598487;11.185640056683987;13.94426074633916;11.402928672649978;7.274444969296173;9.957487009919697;8.086915446386396;7.982994803967879;10.55266887104393;9.258384506376949;8.228625413320737;9.598488427019367;7.7562588568729325;6.291922531884743;7.9357581483230994;7.8129428436466695;7.8223901747756255;4.222957014643363;NA;5.876239962210676;7.435049598488427;13.906471421823335;7.9074161549362305;8.530940009447331;11.185640056683987;8.540387340576288;6.9248937175247995;10.562116202172886;6.235238545111006;10.269248937175247;13.10344827586207;7.520075578649031;9.01275389702409;13.29239489844119;8.020784128483703;NA;11.03448275862069;9.607935758148322;8.096362777515353;7.45394426074634;11.100614076523382;7.982994803967879;10.250354274917337;14.322153991497402;9.437883797827114;8.38923004251299
1967;6.868209730751063;11.478507321681624;11.771374586679263;16.957959376476143;8.96551724137931;11.582427964100143;14.766178554558337;9.315068493150685;8.521492678318374;8.729333963155408;6.58478979688238;11.950873878129428;NA;14.785073216816249;8.332546055739254;7.945205479452054;13.698630136986301;10.429853566367502;7.246102975909306;7.217760982522438;10.98724610297591;8.370335380255078;10.666036844591403;13.726972130373168;11.289560699102504;7.028814359943317;8.899385923476617;9.475673122342938;8.729333963155408;8.908833254605574;7.586206896551724;4.9031648559282;9.258384506376949;7.567312234293812;8.134152102031177;9.49456778460085;9.645725082664146;14.605573925366084;7.406707605101559;12.76334435521965;15.67312234293812;13.481341521020312;9.891355692017004;12.32876712328767;11.062824752007558;14.463863958431745;15.181861124232404;11.92253188474256;10.051960321209258;12.338214454416628;5.904581955597544;9.324515824279642;7.7468115257439765;10.571563533301841;12.725555030703825;9.749645725082665;7.954652810581011
1968;9.534576973808177;9.977388355002827;10.429621254946298;12.144337667231959;10.391935179951007;11.814584511023178;11.937064254757868;9.317882042585266;17.505181835311852;10.797060486150368;8.601846617674768;12.012436404748446;7.86696815526663;16.92104767288487;8.535895986433014;6.368946674203882;8.639532692670059;10.325984548709252;10.910118711136235;10.288298473713962;12.106651592236668;11.974750329753157;14.904842660636893;14.151121160731108;8.856227623892972;8.96928584887884;8.554739023930658;8.592425098925947;12.540041454682497;17.467495760316563;10.325984548709252;6.915394761635575;11.560203504804974;12.323346523459582;11.927642736009044;9.760693423779914;11.767476917279065;11.692104767288487;7.047296024119087;7.367627661579046;8.799698511400038;9.440361786319954;3.768607499528924;11.117392123610326;7.207461842849066;8.093084605238364;10.900697192387412;7.697380817787828;10.486150367439231;12.021857923497267;5.228942905596382;9.78895798002638;8.243828905219521;10.410778217448653;12.511776898436027;7.70680233653665;7.631430186546072
1969;8.672649976381672;10.59990552668871;13.122342938119983;9.371752479924421;7.8696268304204064;12.026452527161076;12.848370335380254;9.825224374114311;NA;12.404345772319319;9.948039678790742;7.8223901747756255;10.344827586206897;12.546055739253662;NA;8.039678790741615;14.728389230042513;11.582427964100143;11.280113367973547;9.069437883797828;7.557864903164855;8.927727916863486;8.937175247992442;14.256022673594709;8.360888049126123;13.575814832309874;10.703826169107227;11.563533301842229;11.70524326877657;11.270666036844592;8.91828058573453;11.714690599905527;14.548889938592346;9.296173830892773;9.541804440245631;9.10722720831365;11.818611242324044;13.528578176665093;13.396315540859707;10.023618327822389;7.586206896551724;8.889938592347661;7.208313651393482;10.59990552668871;5.271610769957487;7.538970240906943;11.03448275862069;9.003306565895135;10.38261691072272;9.721303731695796;6.216343882853094;9.863013698630137;7.142182333490789;12.196504487482287;12.196504487482287;7.652338214454417;7.255550307038263
1970;10.72272083136514;13.018422295701464;11.110061407652339;5.592820028341993;11.289560699102504;15.172413793103448;18.422295701464336;16.239962210675486;14.463863958431745;10.930562116202173;10.949456778460084;14.511100614076526;12.914501653282947;10.297590930562116;11.648559282002834;7.765706188001889;13.094000944733114;11.25177137458668;11.563533301842229;11.280113367973547;15.616438356164384;7.7562588568729325;10.684931506849315;13.53802550779405;13.575814832309874;14.407179971658007;8.87104393008975;NA;19.85829003306566;13.358526216343883;NA;14.35049598488427;9.75909305621162;11.894189891355692;12.319319792158716;10.921114785073218;16.7312234293812;15.74870099196977;12.09258384506377;11.195087387812942;12.168162494095418;9.513462446858762;9.296173830892773;10.930562116202173;7.378365611714691;9.796882380727444;13.26405290505432;9.872461029759092;11.469059990552669;15.210203117619272;5.318847425602267;6.962683042040624;5.526688710439301;16.32498819083609;13.982050070854985;7.340576287198866;6.896551724137931
