nomi.zyp zyp.out
lbound 0.3051247260854066
trend 0.3792446423757662
trendp 22.754678542545975
ubound 0.4535690269597633
tau 0.6072472929954529
sig 0
nruns 6
autocor 0.24522781593075962
valid_frac 1
linear 0.357861350375104
intercept -5.029652594344771
