nomi.zyp zyp.out
lbound 0.023083356125924992
trend 0.03727048202743844
trendp 2.2362289216463065
ubound 0.05182478334515099
tau 0.438924640417099
sig 9.5367431640625e-7
nruns 4
autocor 0.14528183573060444
valid_frac 1
linear 0.03688885801611557
intercept -0.4511762980983989
