yy,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,emiliaromagna_9224,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6782,marche_104,trentino_6509,trentino_6564,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6919,aeronautica_6922
1990,0.18999999999999995,1.8200000000000003,2.2,4.029999999999999,4.12,1.5899999999999999,0.7800000000000002,NA,1.1199999999999997,2.17,-0.8,NA,0.8400000000000001,3.12,-0.7599999999999999,-0.55,2.4,1.0500000000000003,1.98,1.99,1.63,1.4300000000000002,1.27,3.5199999999999996,1.9299999999999997,1.6900000000000004,3.3900000000000006,1.7200000000000006,2.34,2.74,3.7800000000000002,1.3100000000000005,3.0100000000000007,2.4800000000000004,1.6899999999999995,NA,2,2,2.0700000000000003,1.620000000000001,0.009999999999999787,2.2699999999999996,1.0099999999999998,NA,0.33999999999999986,3.6000000000000005
1991,-1.11,-0.98,0.40000000000000036,-0.47,-4.88,NA,-3.02,NA,1.1199999999999997,-3.03,-1.5,-1.77,-1.5599999999999998,-3.6799999999999997,-4.36,-4.15,-4.1,-2.65,-0.9199999999999999,-0.81,-2.67,-2.87,-2.9299999999999997,-3.1799999999999997,-1.5700000000000003,-1.7099999999999995,1.3900000000000006,-0.4800000000000004,0.7399999999999993,-0.0600000000000005,-0.3199999999999994,-0.4900000000000002,-3.59,0.17999999999999972,-1.3100000000000005,-0.27000000000000135,-0.3999999999999986,NA,-1.0299999999999994,-0.47999999999999954,-3.1900000000000004,-0.7300000000000004,0.21000000000000085,-3.04,2.74,1.6000000000000005
1992,0.8899999999999997,2.2199999999999998,2,0.5299999999999998,1.52,NA,-0.9199999999999999,1.9400000000000004,2.1199999999999997,-0.23,1.3000000000000003,2.43,1.4400000000000002,0.42,-0.96,-0.9500000000000001,0.6000000000000001,0.4500000000000002,1.6800000000000002,1.3900000000000001,0.9299999999999999,NA,NA,2.42,0.9299999999999997,0.4900000000000002,2.29,1.6199999999999992,2.34,0.13999999999999968,1.6800000000000006,1.1099999999999994,0.009999999999999787,0.6799999999999997,-0.21000000000000085,-0.16999999999999993,-0.3999999999999986,1.0999999999999996,-0.72999999999999865,1.120000000000001,2.1099999999999994,-0.33000000000000007,0.10999999999999943,NA,0.2400000000000002,1.6000000000000005
1993,-1.11,-0.7799999999999998,-2,-0.6699999999999999,-0.5800000000000001,-4.409999999999999,-2.92,0.040000000000000036,-1.6800000000000002,0.06999999999999998,1.3000000000000003,2.43,1.4400000000000002,0.12,-0.3599999999999999,NA,-2.2,NA,-2.12,-2.11,-1.87,-2.77,NA,0.41999999999999993,-1.7700000000000005,-2.1099999999999994,-1.4099999999999997,-0.6799999999999997,-0.9600000000000004,-1.0600000000000005,0.3799999999999999,-0.6899999999999995,-0.3899999999999997,-2.3200000000000003,-1.1099999999999994,-1.0700000000000003,-0.3999999999999986,-1.0999999999999996,-0.33000000000000007,-3.28,-1.5900000000000003,-1.0300000000000011,-0.8900000000000006,-0.14000000000000057,-3.5599999999999996,-2.3
1994,0.5899999999999999,2.7199999999999998,2,0.33000000000000007,0.42000000000000004,-0.81,-2.12,-0.45999999999999996,0.020000000000000018,-0.13,-0.30000000000000004,2.43,4.4399999999999995,2.12,-0.26,0.44999999999999996,0.20000000000000018,NA,0.48000000000000004,-0.010000000000000009,-1.47,NA,-1.13,0.9199999999999999,-0.5700000000000003,0.6900000000000004,2.79,2.42,-0.9600000000000004,1.3399999999999999,2.6800000000000006,-1.8899999999999997,0.20999999999999996,3.379999999999999,1.3900000000000006,2.629999999999999,-1.5999999999999996,2.5,2.2700000000000014,1.2200000000000006,NA,2.469999999999999,1.1099999999999994,1.259999999999999,2.24,2.2
1995,-0.010000000000000231,2.5200000000000005,1.5,1.23,-0.48,1.49,-0.11999999999999988,0.3400000000000003,0.9199999999999999,0.37,1.4,2.13,1.74,1.8199999999999998,-0.26,1.3499999999999999,0.40000000000000013,1.7500000000000004,0.38000000000000006,NA,0.13,NA,-3.0300000000000002,-0.3799999999999999,1.83,1.3900000000000006,0.4900000000000002,-0.28000000000000025,0.54,0.7400000000000002,1.6800000000000006,-1.4900000000000002,0.8099999999999996,-0.9199999999999999,-0.41000000000000014,-0.16999999999999993,-2.299999999999999,-0.09999999999999964,0.27000000000000135,NA,-0.09000000000000075,-1.7300000000000004,-3.29,NA,-0.16000000000000014,1.2000000000000002
1996,-1.11,-3.1799999999999997,-2.5,-1.17,-5.58,-4.71,-5.32,-4.96,NA,-2.93,-1.8,-0.77,1.04,-2.58,-3.8600000000000003,NA,NA,-4.85,-4.0200000000000005,-4.21,-4.07,-4.47,-5.33,-2.4799999999999995,-3.1700000000000004,-4.81,-2.3099999999999996,-1.2800000000000002,-2.0600000000000005,-0.0600000000000005,0.3799999999999999,-1.4900000000000002,0.20999999999999996,0.17999999999999972,-1.1099999999999994,0.8300000000000001,-2.5999999999999996,0.3000000000000007,-2.2299999999999986,NA,-4.19,1.17,-0.5899999999999999,-1.6400000000000006,-1.3599999999999994,-1.5
1997,1.4900000000000002,2.3200000000000003,2.4000000000000004,5.029999999999999,1.7200000000000002,3.39,2.4800000000000004,2.1400000000000006,NA,1.47,1.7000000000000002,2.43,2.94,2.52,-0.26,-0.55,1.4,0.5500000000000003,4.28,NA,3.73,0.43000000000000005,-1.53,1.0200000000000005,3.0299999999999994,3.3899999999999997,4.49,4.42,3.1399999999999997,5.539999999999999,5.78,1.0099999999999998,3.6100000000000003,2.6799999999999997,2.289999999999999,2.9299999999999997,0.40000000000000036,2,0.370000000000001,NA,2.51,2.0699999999999985,1.1099999999999994,1.8600000000000003,NA,4.500000000000001
1998,0.3899999999999997,0.8200000000000003,1.2999999999999998,2.53,2.22,-1.81,-0.11999999999999988,1.04,NA,0.37,-0.7,3.13,NA,2.92,0.44000000000000017,NA,0.40000000000000013,2.4499999999999997,NA,0.39,0.53,-0.77,-1.53,1.2200000000000006,0.5299999999999994,-0.009999999999999787,3.790000000000001,-0.4800000000000004,0.8399999999999999,2.9399999999999995,1.6800000000000006,0.11000000000000032,NA,-1.120000000000001,-0.009999999999999787,0.9299999999999997,-1.0999999999999996,2.0999999999999996,-1.2299999999999986,NA,NA,1.17,0.3100000000000005,-1.8400000000000007,2.24,1.6000000000000005
1999,NA,-0.98,NA,NA,1.52,-2.31,-1.1199999999999999,NA,NA,2.17,0.7000000000000001,NA,NA,1.12,0.44000000000000017,NA,-0.5999999999999999,1.35,NA,NA,-1.87,-2.17,NA,NA,NA,NA,NA,-0.4800000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-3.1999999999999993,NA,NA,-1.2799999999999994,NA,NA,-2.79,-1.9400000000000004,NA,NA
2000,NA,NA,NA,4.029999999999999,1.3200000000000003,0.99,0.3799999999999999,0.3400000000000003,NA,1.17,-0.4,NA,NA,2.12,-1.2599999999999998,NA,-0.7999999999999999,1.15,0.78,NA,-0.77,-0.6699999999999999,-2.4299999999999997,-0.3799999999999999,NA,NA,NA,0.3200000000000003,-1.9600000000000004,NA,NA,NA,NA,0.17999999999999972,1.3900000000000006,1.629999999999999,0.3000000000000007,NA,0.370000000000001,1.120000000000001,1.8099999999999996,0.5699999999999985,-0.5899999999999999,-0.2400000000000002,NA,NA
