aeronautica_6771,aeronautica_6773,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6822,aeronautica_6841,aeronautica_6850,aeronautica_6851,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6897,friuliveneziagiulia_51,lazio_276,sicilia_6120,toscana_464,toscana_55,toscana_72,toscana_78,aeronautica_6693,aeronautica_6697,aeronautica_6709,bolzano_223,bolzano_39,bolzano_94,toscana_25,trentino_6511,aeronautica_6782,aeronautica_6826,marche_104,marche_109,marche_703,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6859,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6901,lazio_240,lazio_278,lazio_289,marche_25,sicilia_11825,sicilia_11832,sicilia_11883,sicilia_11898,sicilia_11933,sicilia_11942,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6769,emiliaromagna_12702,emiliaromagna_14246,emiliaromagna_9224,friuliveneziagiulia_14,friuliveneziagiulia_20,friuliveneziagiulia_39,marche_108,marche_110,marche_605,trentino_6570,aeronautica_6919,aeronautica_6922,aeronautica_6923
75.2,96,75.83,97.54,84.42,91.72,63.59,97.57,78,85.69,64.07,70.26,90.19,69.83,89.17,75.42,111.37,103.6,103.79,82.38,0.52,4.56,12.86,0.4,15.38,0.42,2.25,3.18,53.59,49.54,45.9,28.89,56.33,113.93,105.07,124.85,124.83,124.46,102.93,109.07,126,103.86,130.21,104.83,133.2,109.1,121.15,106.19,122.35,124.7,113.3,103.83,70.62,89.33,72.56,93.61,84.24,86.96,86.44,65.33,72.34,91.2,91.54,94.38,79.13,79.17,87.92,76.57,84.34,76.8,94.33,127.85,106.7,109.62
