aeronautica_6771,aeronautica_6773,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6822,aeronautica_6841,aeronautica_6850,aeronautica_6851,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6897,friuliveneziagiulia_51,lazio_276,marche_701,sicilia_6120,toscana_464,toscana_55,toscana_72,toscana_78,aeronautica_6693,aeronautica_6697,aeronautica_6709,bolzano_176,bolzano_223,bolzano_39,bolzano_94,friuliveneziagiulia_47,toscana_25,trentino_6509,trentino_6511,trentino_6564,trentino_6640,aeronautica_6782,aeronautica_6826,marche_104,marche_109,marche_123,marche_703,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6859,aeronautica_6876,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6901,lazio_240,lazio_278,lazio_289,marche_25,sicilia_11825,sicilia_11832,sicilia_11883,sicilia_11898,sicilia_11933,sicilia_11942,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6769,bolzano_203,emiliaromagna_12702,emiliaromagna_14246,emiliaromagna_9224,friuliveneziagiulia_14,friuliveneziagiulia_20,friuliveneziagiulia_39,marche_108,marche_110,marche_605,trentino_6570,lazio_388,aeronautica_6919,aeronautica_6922,aeronautica_6923
65.28,99.03,96.92,95.83,93.23,91.72,74.83,97.57,96.82,100.79,92.18,84.22,96.26,69.83,88.38,88.73,83.73,102.77,116.96,103.86,78.88,12.36,31.22,31,26.33,12.4,15.42,18.08,29.7,20.64,20.96,15.04,33.52,29.2,59.31,54.17,54.4,46.11,62.84,46.96,110.36,116.79,113,126.72,124.86,102.17,117.29,123.59,142.04,122.11,108.75,97.62,118.33,111.34,141.22,119.08,132.31,115.11,109.22,133.97,72.71,90.38,89,90.71,94.79,95.65,92.67,68.5,83.21,90.46,109.37,97.69,92.42,40.3,79.57,93.29,97.57,110.69,90.7,81.2,0.85,130.67,93.04,113.31
