aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6693,aeronautica_6697,bolzano_39,lazio_388,toscana_25,trentino_6511,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,emiliaromagna_9224,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,trentino_6509,trentino_6564,trentino_6640,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6691,aeronautica_6692,aeronautica_6919,aeronautica_6922
10.37,10.39,10.38,10.1,8.77,10.48,10.27,10.26,10.23,10.55,10.53,9.91,10.43,10.48,9.9,9.99,9.89,10.87,10.75,9.84,10.39,10.18,10.08,10.63,10.45,10.39,10.14,10.53,10.49,9.41,10.25,9.16,10.59,10.62,10.51,10.49,10.36,10.63,10.46,10.29,10.67,10.01,10.21,10.31,10.54,9.16,10.1,9.96,10.25,10.34,10.48,10.42,10.25,10.51,10.52,10.3,10.53
