nomi.zyp zyp.out
lbound -0.021782510882463118
trend 5.505067638259901e-5
trendp 0.0033030405829559406
ubound 0.020980514616334534
tau 0.002922267885878682
sig 0.9791313409805298
nruns 2
autocor 0.10596238549079993
valid_frac 1
linear 0.0026471242011669896
intercept -0.19807740278814845
