aeronautica_6803,aeronautica_6771,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6897,aeronautica_6901,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6922
-1.02,0.73,2.02,3.5,-0.7,1.44,4.17,3.99,1.52,4.84,3.58,0.83,2.56,0.63,1.99
