nomi.zyp zyp.out
lbound -0.07428571428571429
trend -0.038762755102040816
trendp -2.325765306122449
ubound -0.007878787878787872
tau -0.20978237688541412
sig 0.018276043236255646
nruns 1
autocor -0.06469643954757281
valid_frac 1
linear -0.05124729091414277
intercept -0.11294005102040819
